id,source_document,clause,page,normative_level,area,service_group,service_or_check,requirement_text,delta_type,expected_behavior,negative_boundary,preferred_evidence,notes,harmonization_disposition,disposition_rationale,row_role,priority,closure_wave,known_seed_slice,source_trace_strength,repo_evidence_status,official_java_surface,official_java_methods,official_cpp_surface,official_cpp_methods,official_fedpro_surface,official_fedpro_match_or_note,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,coverage_risk_addressed,promotion_rule
HLA2025-OMT-COMP-188,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.9,58,schema constraint,OMT component-level conformance,User-supplied tag table,tagsType.requestUpdateTag,The User-supplied tag table representation shall conform to the 2025 OMT schema for `tagsType.requestUpdateTag` with cardinality 0..1 and type `tagType`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `tagType`, and table-level ordering.","Do not require optional `requestUpdateTag` when absent; when present, reject invalid cardinality, order, or `tagType` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=tagsType; element=requestUpdateTag; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-extended-supported-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-extended-supported-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer roundtrip anchors for the supported OMT component subset.,Direct parser/serializer roundtrip anchors now close this OMT component row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-189,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.9,58,schema constraint,OMT component-level conformance,User-supplied tag table,tagsType.xs:any,The User-supplied tag table representation shall conform to the 2025 OMT schema for `tagsType.xs:any` with cardinality 0..1 and type `##other`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=tagsType; element=xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-190,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTime,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTime` with cardinality 0..1 and type `anonymous`.,new,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `anonymous`, and table-level ordering.","Do not require optional `logicalTime` when absent; when present, reject invalid cardinality, order, or `anonymous` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTime; minOccurs=0; maxOccurs=1; 2010 comparison=new,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer/validation anchors for the supported 2025 metadata subset.,Direct parser/serializer roundtrip and validation anchors now close this OMT component row for the supported 2025 metadata subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-191,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTime/dataType,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTime/dataType` with cardinality 1..1 and type `ReferenceType`. Purpose: identifies the logicalTime data type,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 1..1, type `ReferenceType`, and table-level ordering.","Reject a Time representation table instance that omits required `logicalTime/dataType`, places it out of schema order, or supplies content incompatible with `ReferenceType`.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTime/dataType; minOccurs=1; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer/validation anchors for the supported 2025 metadata subset.,Direct parser/serializer roundtrip and validation anchors now close this OMT component row for the supported 2025 metadata subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-192,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTime/semantics,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTime/semantics` with cardinality 0..1 and type `String`. Purpose: expands and describes the use of the data type for logicalTime,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `String`, and table-level ordering.","Do not require optional `logicalTime/semantics` when absent; when present, reject invalid cardinality, order, or `String` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTime/semantics; minOccurs=0; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable time semantics roundtrip test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the logical-time metadata parser/serializer roundtrip proof.,Direct parser/serializer roundtrip anchors now preserve this time representation semantics row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-193,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTime/xs:any,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTime/xs:any` with cardinality 0..1 and type `##other`.,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `logicalTime/xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTime/xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-194,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTimeInterval,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTimeInterval` with cardinality 0..1 and type `anonymous`.,new,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `anonymous`, and table-level ordering.","Do not require optional `logicalTimeInterval` when absent; when present, reject invalid cardinality, order, or `anonymous` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTimeInterval; minOccurs=0; maxOccurs=1; 2010 comparison=new,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer/validation anchors for the supported 2025 metadata subset.,Direct parser/serializer roundtrip and validation anchors now close this OMT component row for the supported 2025 metadata subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-195,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTimeInterval/dataType,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTimeInterval/dataType` with cardinality 1..1 and type `ReferenceType`. Purpose: identifies the lookahead data type,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 1..1, type `ReferenceType`, and table-level ordering.","Reject a Time representation table instance that omits required `logicalTimeInterval/dataType`, places it out of schema order, or supplies content incompatible with `ReferenceType`.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTimeInterval/dataType; minOccurs=1; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer/validation anchors for the supported 2025 metadata subset.,Direct parser/serializer roundtrip and validation anchors now close this OMT component row for the supported 2025 metadata subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-196,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTimeInterval/semantics,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTimeInterval/semantics` with cardinality 0..1 and type `String`. Purpose: expands and describes the use of the data type for lookahead,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `String`, and table-level ordering.","Do not require optional `logicalTimeInterval/semantics` when absent; when present, reject invalid cardinality, order, or `String` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTimeInterval/semantics; minOccurs=0; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-component-metadata-roundtrip.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-component-metadata-roundtrip,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable time semantics roundtrip test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the logical-time metadata parser/serializer roundtrip proof.,Direct parser/serializer roundtrip anchors now preserve this time representation semantics row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-197,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.logicalTimeInterval/xs:any,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.logicalTimeInterval/xs:any` with cardinality 0..1 and type `##other`.,modified,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `logicalTimeInterval/xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=logicalTimeInterval/xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=modified,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P1,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-198,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.8,56,schema constraint,OMT component-level conformance,Time representation table,timeType.xs:any,The Time representation table representation shall conform to the 2025 OMT schema for `timeType.xs:any` with cardinality 0..1 and type `##other`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=timeType; element=xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-199,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationType.name,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationType.name` with cardinality 1..1 and type `IdentifierType`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 1..1, type `IdentifierType`, and table-level ordering.","Reject a Transportation type table instance that omits required `name`, places it out of schema order, or supplies content incompatible with `IdentifierType`.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationType; element=name; minOccurs=1; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-extended-supported-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-extended-supported-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer roundtrip anchors for the supported OMT component subset.,Direct parser/serializer roundtrip anchors now close this OMT component row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-200,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationType.reliable,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationType.reliable` with cardinality 1..1 and type `anonymous`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 1..1, type `anonymous`, and table-level ordering.","Reject a Transportation type table instance that omits required `reliable`, places it out of schema order, or supplies content incompatible with `anonymous`.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationType; element=reliable; minOccurs=1; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-switch-and-transport-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-switch-and-transport-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser/serializer round-trip evidence recorded,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the transportation metadata parser/serializer round-trip evidence; extend runtime semantics only where explicitly claimed.,Transportation reliable and semantics metadata are no longer dropped by the shared OMT parser/serializer surface.,Covered by direct repo evidence and executable parser/serializer tests; xs:any transportation extension rows remain unsupported boundaries.
HLA2025-OMT-COMP-201,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationType.semantics,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationType.semantics` with cardinality 0..1 and type `String`. Purpose: describes the transportation type,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `String`, and table-level ordering.","Do not require optional `semantics` when absent; when present, reject invalid cardinality, order, or `String` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationType; element=semantics; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-switch-and-transport-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-switch-and-transport-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser/serializer round-trip evidence recorded,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the transportation metadata parser/serializer round-trip evidence; extend runtime semantics only where explicitly claimed.,Transportation reliable and semantics metadata are no longer dropped by the shared OMT parser/serializer surface.,Covered by direct repo evidence and executable parser/serializer tests; xs:any transportation extension rows remain unsupported boundaries.
HLA2025-OMT-COMP-202,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationType.xs:any,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationType.xs:any` with cardinality 0..1 and type `##other`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationType; element=xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-203,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationsType.transportation,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationsType.transportation` with cardinality 0..unbounded and type `anonymous`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..unbounded, type `anonymous`, and table-level ordering.","Do not require optional `transportation` when absent; when present, reject invalid cardinality, order, or `anonymous` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationsType; element=transportation; minOccurs=0; maxOccurs=unbounded; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-extended-supported-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-extended-supported-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer roundtrip anchors for the supported OMT component subset.,Direct parser/serializer roundtrip anchors now close this OMT component row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-204,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.11,61,schema constraint,OMT component-level conformance,Transportation type table,transportationsType.xs:any,The Transportation type table representation shall conform to the 2025 OMT schema for `transportationsType.xs:any` with cardinality 0..1 and type `##other`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 0..1, type `##other`, and table-level ordering.","Do not require optional `xs:any` when absent; when present, reject invalid cardinality, order, or `##other` content.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=transportationsType; element=xs:any; minOccurs=0; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-xs-any-extension-tolerance.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-xs-any-extension-tolerance,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: parser accepts and ignores foreign xs:any extension elements without treating them as native OMT metadata,n/a,,n/a,,n/a,,no,docs/requirements/ieee-1516-2025/omt_xs_any_extension_tolerance.md; tests/test_rti1516_2025_validation.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to extension-tolerance evidence; add foreign extension payload preservation only if a future repo-native extension model is introduced.,Shared OMT parser now tolerates foreign-namespace xs:any extension elements at this OMT location while namespace filtering prevents accidental native metadata interpretation.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-COMP-205,IEEE Std 1516.2-2025 OMT Specification / IEEE1516-OMT-2025.xsd,4.12,63,schema constraint,OMT component-level conformance,Update rate table,updateRateType.name,The Update rate table representation shall conform to the 2025 OMT schema for `updateRateType.name` with cardinality 1..1 and type `IdentifierType`.,carry-forward,"A 2025 FOM/SOM/MIM document validates and round-trips this element according to cardinality 1..1, type `IdentifierType`, and table-level ordering.","Reject a Update rate table instance that omits required `name`, places it out of schema order, or supplies content incompatible with `IdentifierType`.",Positive and negative XML fixtures against IEEE1516-OMT-2025.xsd; table parser round-trip; import/export retains or rejects this field correctly.,XSD complexType=updateRateType; element=name; minOccurs=1; maxOccurs=1; 2010 comparison=carry-forward,covered,Repo evidence and executable anchors are recorded in 2025-omt-extended-supported-subset.,schema-field,P2,2-omt-field-and-validator-fixtures,2025-omt-extended-supported-subset,high: IEEE1516-OMT-2025.xsd component element + 2010 comparison hint,covered: repo evidence anchor and executable test recorded,n/a,,n/a,,n/a,,no,tests/test_rti1516_2025_validation.py; tests/factories/test_fom_omt_parsing.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep this row linked to the recorded finish-line slice and direct parser/serializer roundtrip anchors for the supported OMT component subset.,Direct parser/serializer roundtrip anchors now close this OMT component row for the supported shared OMT subset.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
