id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-OMT-SU-086,SOM/FOM service-usage requirements,Ownership management,7.5 Request Divestiture Confirmation †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-087,SOM/FOM service-usage requirements,Ownership management,7.6 Confirm Divestiture,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-088,SOM/FOM service-usage requirements,Ownership management,7.7 Attribute Ownership Acquisition Notification †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-089,SOM/FOM service-usage requirements,Ownership management,7.8 Attribute Ownership Acquisition,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-090,SOM/FOM service-usage requirements,Ownership management,7.9 Attribute Ownership Acquisition If Available,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-091,SOM/FOM service-usage requirements,Ownership management,7.10 Attribute Ownership Unavailable †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-092,SOM/FOM service-usage requirements,Ownership management,7.11 Request Attribute Ownership Release †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-093,SOM/FOM service-usage requirements,Ownership management,7.12 Attribute Ownership Release Denied,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-094,SOM/FOM service-usage requirements,Ownership management,7.13 Attribute Ownership Divestiture If Wanted,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-095,SOM/FOM service-usage requirements,Ownership management,7.14 Cancel Negotiated Attribute Ownership Divestiture,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-096,SOM/FOM service-usage requirements,Ownership management,7.15 Cancel Attribute Ownership Acquisition,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-097,SOM/FOM service-usage requirements,Ownership management,7.16 Confirm Attribute Ownership Acquisition Cancellation †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-098,SOM/FOM service-usage requirements,Ownership management,7.17 Query Attribute Ownership,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-099,SOM/FOM service-usage requirements,Ownership management,7.18 Inform Attribute Ownership †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-100,SOM/FOM service-usage requirements,Ownership management,7.19 Is Attribute Owned By Federate,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-101,SOM/FOM service-usage requirements,Time management,8.2 Enable Time Regulation,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-102,SOM/FOM service-usage requirements,Time management,8.3 Time Regulation Enabled †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-103,SOM/FOM service-usage requirements,Time management,8.4 Disable Time Regulation,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-104,SOM/FOM service-usage requirements,Time management,8.5 Enable Time Constrained,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-105,SOM/FOM service-usage requirements,Time management,8.6 Time Constrained Enabled †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-106,SOM/FOM service-usage requirements,Time management,8.7 Disable Time Constrained,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-107,SOM/FOM service-usage requirements,Time management,8.8 Time Advance Request,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-108,SOM/FOM service-usage requirements,Time management,8.9 Time Advance Request Available,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-109,SOM/FOM service-usage requirements,Time management,8.10 Next Message Request,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-110,SOM/FOM service-usage requirements,Time management,8.11 Next Message Request Available,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-111,SOM/FOM service-usage requirements,Time management,8.12 Flush Queue Request,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-112,SOM/FOM service-usage requirements,Time management,8.13 Flush Queue Grant †,6.3,94,new,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-113,SOM/FOM service-usage requirements,Time management,8.14 Time Advance Grant †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-114,SOM/FOM service-usage requirements,Time management,8.15 Enable Asynchronous Delivery,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-115,SOM/FOM service-usage requirements,Time management,8.16 Disable Asynchronous Delivery,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-116,SOM/FOM service-usage requirements,Time management,8.17 Query GALT,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-117,SOM/FOM service-usage requirements,Time management,8.18 Query Logical Time,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-118,SOM/FOM service-usage requirements,Time management,8.19 Query LITS,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-119,SOM/FOM service-usage requirements,Time management,8.20 Modify Lookahead,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-120,SOM/FOM service-usage requirements,Time management,8.21 Query Lookahead,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-121,SOM/FOM service-usage requirements,Time management,8.22 Retract,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-122,SOM/FOM service-usage requirements,Time management,8.23 Request Retraction †,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-123,SOM/FOM service-usage requirements,Time management,8.24 Change Attribute Order Type,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-124,SOM/FOM service-usage requirements,Time management,8.25 Change Default Attribute Order Type,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-125,SOM/FOM service-usage requirements,Time management,8.26 Change Interaction Order Type,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-126,SOM/FOM service-usage requirements,Data distribution management,9.2 Create Region,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-127,SOM/FOM service-usage requirements,Data distribution management,9.3 Commit Region Modifications,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-128,SOM/FOM service-usage requirements,Data distribution management,9.4 Delete Region,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
HLA2025-OMT-SU-129,SOM/FOM service-usage requirements,Data distribution management,9.5 Register Object Instance With Regions,6.3,94,modified,covered,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,n/a,n/a,n/a,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/test_rti1516_2025_validation.py; packages/hla-rti-core/src/hla/fom/__init__.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog."
