packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-MIM-INT-063,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-064,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-065,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-066,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-067,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-068,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-069,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-070,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-071,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-072,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeInteractionOrderType` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-073,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-074,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-075,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust.HLAsetSwitches` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-076,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-077,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestSynchronizationPoints` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-078,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestSynchronizationPointStatus` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-079,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestFOMmoduleData` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-080,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestMIMdata` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-081,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-082,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPoints` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-083,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPointStatus` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-084,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportFOMmoduleData` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-085,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-CLASSES,MIM_INT,Standard MIM shall define MOM interaction class `HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportMIMdata` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM interaction integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-OBJ-001,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-CLASSES,MIM_OBJ,Standard MIM shall define MOM object class `HLAobjectRoot` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-002,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-CLASSES,MIM_OBJ,Standard MIM shall define MOM object class `HLAobjectRoot.HLAmanager` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-003,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-CLASSES,MIM_OBJ,Standard MIM shall define MOM object class `HLAobjectRoot.HLAmanager.HLAfederate` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-004,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-CLASSES,MIM_OBJ,Standard MIM shall define MOM object class `HLAobjectRoot.HLAmanager.HLAfederation` and the RTI shall load it into the effective FDD.,MIM XML parse/static test + MOM integration test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-PARAM-001,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-PARAMETERS,MIM_PARAM,Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate` shall expose parameter `HLAfederate` with datatype `HLAhandle`.,MIM XML parse/static test + MOM interaction parameter test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-002,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-PARAMETERS,MIM_PARAM,Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetTiming` shall expose parameter `HLAreportPeriod` with datatype `HLAseconds`.,MIM XML parse/static test + MOM interaction parameter test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-003,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-PARAMETERS,MIM_PARAM,Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState` shall expose parameter `HLAobjectInstance` with datatype `HLAhandle`.,MIM XML parse/static test + MOM interaction parameter test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-004,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-INTERACTION-PARAMETERS,MIM_PARAM,Standard MIM interaction `HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState` shall expose parameter `HLAattribute` with datatype `HLAhandle`.,MIM XML parse/static test + MOM interaction parameter test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
