packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.2-XML-ELEM-211,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `resignFederationExecution` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-212,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `resolution` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-213,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `retract` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-214,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `securityClassification` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-215,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `semantics` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-216,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `sendInteraction` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-217,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `sendInteractionWithRegions` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-218,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `sendReceiveTag` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-219,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `serviceReporting` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-220,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `serviceUtilization` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-221,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `setAutomaticResignDirective` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-222,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `setRangeBounds` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-223,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `sharing` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-224,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `simpleData` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-225,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `simpleDataTypes` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-226,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `size` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-227,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `startRegistrationForObjectClass` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-228,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `stopRegistrationForObjectClass` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-229,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `subscribeInteractionClass` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-230,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `subscribeInteractionClassWithRegions` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-231,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `subscribeObjectClassAttributes` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-232,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `subscribeObjectClassAttributesWithRegions` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-233,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `switches` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-234,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `synchronizationPoint` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
HLA1516.2-XML-ELEM-235,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-002;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005,IEEE 1516.2-2010 (2010 edition),Annex D/E/F,XML-ELEMENTS,XML_ELEM,"OMT/FDD/DIF XML processor shall recognize and validate schema element `synchronizationPointAchieved` where it appears in DIF, FDD, OMT schema artifacts.",XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_rejects_unknown_object_model_namespace;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.elements,hla_1516_requirements_master_v1_0.csv,"This imported XML schema-element row is carried through the repo's current Annex E schema-family validation evidence, but not yet as a one-row-per-element curated requirement."
