requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_18-PRE-003,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_18-001,4.18.3 Preconditions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-PRE-004,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall enforce this precondition before successful completion: The joined federate has received an Initiate Federate Save invocation.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_18-001,4.18.3 Preconditions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-PRE-005,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall enforce this precondition before successful completion: The joined federate is ready to start saving its state.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-PRE-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_18-001,4.18.3 Preconditions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-PRE-006,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-PRE-006,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_18-001,4.18.3 Preconditions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EFF-001,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,"On successful Federate Save Begun service, the RTI shall establish this postcondition: The RTI has been informed that the joined federate has begun saving its state.",shall,rti.federation_management.federate_save_begun,state-machine integration test,TEST-FM-4_18-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_18-001,4.18.4 Postconditions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EXC-001,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall report the defined exception/failure condition when applicable: Save not initiated.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_18-001,4.18.5 Exceptions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EXC-002,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall report the defined exception/failure condition when applicable: Federate restore in progress.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_18-001,4.18.5 Exceptions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EXC-003,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-EXC-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_18-001,4.18.5 Exceptions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EXC-004,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-EXC-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_18-001,4.18.5 Exceptions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_18-EXC-005,IEEE 1516.1-2010,4.18,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Begun service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.federate_save_begun,unit + negative-path conformance test,TEST-FM-4_18-EXC-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_18-001,4.18.5 Exceptions,Federate Save Begun,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-SVC-001,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,RTI/federate interface shall provide Federate Save Complete service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.federate_save_complete,API conformance + integration test,TEST-FM-4_19-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_19-001,4.19 service heading and overview,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-ARG-001,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall accept and validate supplied argument: Federate save-success indicator.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_19-001,4.19.1 Supplied arguments,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-001,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-002,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-003,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-004,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: The joined federate has invoked the Federate Save Begun service for this save.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-005,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: The joined federate has completed the attempt to save its state.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-PRE-006,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-PRE-006,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_19-001,4.19.3 Preconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EFF-001,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,"On successful Federate Save Complete service, the RTI shall establish this postcondition: The RTI has been informed of the status of the state save attempt.",shall,rti.federation_management.federate_save_complete,state-machine integration test,TEST-FM-4_19-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_19-001,4.19.4 Postconditions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EXC-001,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall report the defined exception/failure condition when applicable: Federate has not begun save.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_19-001,4.19.5 Exceptions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EXC-002,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall report the defined exception/failure condition when applicable: Federate restore in progress.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_19-001,4.19.5 Exceptions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EXC-003,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-EXC-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_19-001,4.19.5 Exceptions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EXC-004,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-EXC-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_19-001,4.19.5 Exceptions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_19-EXC-005,IEEE 1516.1-2010,4.19,Federate Interface Specification,CAP-FM,FM-SAVE,Federate Save Complete service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.federate_save_complete,unit + negative-path conformance test,TEST-FM-4_19-EXC-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_19-001,4.19.5 Exceptions,Federate Save Complete,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-SVC-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,RTI/federate interface shall provide Federation Saved  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.federation_saved,API conformance + integration test,TEST-FM-4_20-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_20-001,4.20 service heading and overview,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-CB-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,The FederateAmbassador shall expose a callback handler for Federation Saved and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.federation_saved,callback integration test,TEST-FM-4_20-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_20-001,4.20 RTI-initiated service,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-ARG-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall accept and validate supplied argument: Federation save-success indicator.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_20-001,4.20.1 Supplied arguments,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-ARG-002,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall accept and validate supplied argument: Optional failure reason.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-ARG-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_20-001,4.20.1 Supplied arguments,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-PRE-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_20-001,4.20.3 Preconditions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-PRE-002,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_20-001,4.20.3 Preconditions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-PRE-003,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_20-001,4.20.3 Preconditions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-EFF-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,"On successful Federation Saved  service, the RTI shall establish this postcondition: The joined federate has been informed of the success or failure of the federation save attempt.",shall,rti.callbacks.federation_management.federation_saved,state-machine integration test,TEST-FM-4_20-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_20-001,4.20.4 Postconditions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-EFF-002,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,"On successful Federation Saved  service, the RTI shall establish this postcondition: The joined federate may resume providing new information to the federation.",shall,rti.callbacks.federation_management.federation_saved,state-machine integration test,TEST-FM-4_20-EFF-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_20-001,4.20.4 Postconditions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-EXC-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,Federation Saved  service shall report the defined exception/failure condition when applicable: Federate internal error.,shall,rti.callbacks.federation_management.federation_saved,unit + negative-path conformance test,TEST-FM-4_20-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_20-001,4.20.5 Exceptions,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_20-MOM-001,IEEE 1516.1-2010,4.20,Federate Interface Specification,CAP-FM,FM-SAVE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Federation Saved.,shall,rti.callbacks.federation_management.federation_saved,MOM observer integration test,TEST-FM-4_20-MOM-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_20-001,4.20 MOM observability hook,Federation Saved,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-SVC-001,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,RTI/federate interface shall provide Abort Federation Save service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.abort_federation_save,API conformance + integration test,TEST-FM-4_21-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_21-001,4.21 service heading and overview,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-PRE-001,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_21-001,4.21.3 Preconditions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-PRE-002,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_21-001,4.21.3 Preconditions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-PRE-003,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_21-001,4.21.3 Preconditions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-PRE-004,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall enforce this precondition before successful completion: The federate is in the Save in Progress state.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_21-001,4.21.3 Preconditions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-EFF-001,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,"On successful Abort Federation Save service, the RTI shall establish this postcondition: An abort federation save has been requested.",shall,rti.federation_management.abort_federation_save,state-machine integration test,TEST-FM-4_21-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_21-001,4.21.4 Postconditions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-EXC-001,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall report the defined exception/failure condition when applicable: Federate save not in progress.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_21-001,4.21.5 Exceptions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-EXC-002,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_21-001,4.21.5 Exceptions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_21-EXC-003,IEEE 1516.1-2010,4.21,Federate Interface Specification,CAP-FM,FM-SAVE,Abort Federation Save service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.abort_federation_save,unit + negative-path conformance test,TEST-FM-4_21-EXC-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_21-001,4.21.5 Exceptions,Abort Federation Save,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,save-status MOM attributes and report interactions,Split from broad service row to implementation-ready conformance row.
