requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note
HLA1516.1-DDM-9_11-001,IEEE 1516.1-2010 (2010 edition),9.11,Federate Interface Specification,CAP-DDM,DDM-UNSUBSCRIBE-INTERACTION-CLASS-WITH-REGIO,RTI shall provide the Unsubscribe Interaction Class With Regions service.,shall,rti.data_distribution_management.unsubscribe_interaction_class_with_regions,unit + federate integration test,TEST-DDM-9_11-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.11. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_12-001,IEEE 1516.1-2010 (2010 edition),9.12,Federate Interface Specification,CAP-DDM,DDM-SEND-INTERACTION-WITH-REGIONS-SERVICE,RTI shall provide the Send Interaction With Regions service.,shall,rti.data_distribution_management.send_interaction_with_regions,unit + federate integration test,TEST-DDM-9_12-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.12. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_13-001,IEEE 1516.1-2010 (2010 edition),9.13,Federate Interface Specification,CAP-DDM,DDM-REQUEST-ATTRIBUTE-VALUE-UPDATE-WITH-REGI,RTI shall provide the Request Attribute Value Update With Regions service.,shall,rti.data_distribution_management.request_attribute_value_update_with_regions,unit + federate integration test,TEST-DDM-9_13-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.13. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_2-001,IEEE 1516.1-2010 (2010 edition),10.2,Federate Interface Specification,CAP-SUP,SUP-GET-AUTOMATIC-RESIGN-DIRECTIVE-SERVICE,RTI shall provide the Get Automatic Resign Directive service.,shall,rti.support_services.get_automatic_resign_directive,unit + federate integration test,TEST-SUP-10_2-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.2. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_3-001,IEEE 1516.1-2010 (2010 edition),10.3,Federate Interface Specification,CAP-SUP,SUP-SET-AUTOMATIC-RESIGN-DIRECTIVE-SERVICE,RTI shall provide the Set Automatic Resign Directive service.,shall,rti.support_services.set_automatic_resign_directive,unit + federate integration test,TEST-SUP-10_3-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.3. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_4-001,IEEE 1516.1-2010 (2010 edition),10.4,Federate Interface Specification,CAP-SUP,SUP-GET-FEDERATE-HANDLE-SERVICE,RTI shall provide the Get Federate Handle service.,shall,rti.support_services.get_federate_handle,unit + federate integration test,TEST-SUP-10_4-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.4. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_5-001,IEEE 1516.1-2010 (2010 edition),10.5,Federate Interface Specification,CAP-SUP,SUP-GET-FEDERATE-NAME-SERVICE,RTI shall provide the Get Federate Name service.,shall,rti.support_services.get_federate_name,unit + federate integration test,TEST-SUP-10_5-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.5. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_6-001,IEEE 1516.1-2010 (2010 edition),10.6,Federate Interface Specification,CAP-SUP,SUP-GET-OBJECT-CLASS-HANDLE-SERVICE,RTI shall provide the Get Object Class Handle service.,shall,rti.support_services.get_object_class_handle,unit + federate integration test,TEST-SUP-10_6-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.6. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_7-001,IEEE 1516.1-2010 (2010 edition),10.7,Federate Interface Specification,CAP-SUP,SUP-GET-OBJECT-CLASS-NAME-SERVICE,RTI shall provide the Get Object Class Name service.,shall,rti.support_services.get_object_class_name,unit + federate integration test,TEST-SUP-10_7-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.7. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_8-001,IEEE 1516.1-2010 (2010 edition),10.8,Federate Interface Specification,CAP-SUP,SUP-GET-KNOWN-OBJECT-CLASS-HANDLE-SERVICE,RTI shall provide the Get Known Object Class Handle service.,shall,rti.support_services.get_known_object_class_handle,unit + federate integration test,TEST-SUP-10_8-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.8. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_9-001,IEEE 1516.1-2010 (2010 edition),10.9,Federate Interface Specification,CAP-SUP,SUP-GET-OBJECT-INSTANCE-HANDLE-SERVICE,RTI shall provide the Get Object Instance Handle service.,shall,rti.support_services.get_object_instance_handle,unit + federate integration test,TEST-SUP-10_9-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.9. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_10-001,IEEE 1516.1-2010 (2010 edition),10.10,Federate Interface Specification,CAP-SUP,SUP-GET-OBJECT-INSTANCE-NAME-SERVICE,RTI shall provide the Get Object Instance Name service.,shall,rti.support_services.get_object_instance_name,unit + federate integration test,TEST-SUP-10_10-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.10. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_11-001,IEEE 1516.1-2010 (2010 edition),10.11,Federate Interface Specification,CAP-SUP,SUP-GET-ATTRIBUTE-HANDLE-SERVICE,RTI shall provide the Get Attribute Handle service.,shall,rti.support_services.get_attribute_handle,unit + federate integration test,TEST-SUP-10_11-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.11. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_12-001,IEEE 1516.1-2010 (2010 edition),10.12,Federate Interface Specification,CAP-SUP,SUP-GET-ATTRIBUTE-NAME-SERVICE,RTI shall provide the Get Attribute Name service.,shall,rti.support_services.get_attribute_name,unit + federate integration test,TEST-SUP-10_12-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.12. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_13-001,IEEE 1516.1-2010 (2010 edition),10.13,Federate Interface Specification,CAP-SUP,SUP-GET-UPDATE-RATE-VALUE-SERVICE,RTI shall provide the Get Update Rate Value service.,shall,rti.support_services.get_update_rate_value,unit + federate integration test,TEST-SUP-10_13-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.13. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_14-001,IEEE 1516.1-2010 (2010 edition),10.14,Federate Interface Specification,CAP-SUP,SUP-GET-UPDATE-RATE-VALUE-FOR-ATTRIBUTE-SERV,RTI shall provide the Get Update Rate Value For Attribute service.,shall,rti.support_services.get_update_rate_value_for_attribute,unit + federate integration test,TEST-SUP-10_14-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.14. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_15-001,IEEE 1516.1-2010 (2010 edition),10.15,Federate Interface Specification,CAP-SUP,SUP-GET-INTERACTION-CLASS-HANDLE-SERVICE,RTI shall provide the Get Interaction Class Handle service.,shall,rti.support_services.get_interaction_class_handle,unit + federate integration test,TEST-SUP-10_15-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.15. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_16-001,IEEE 1516.1-2010 (2010 edition),10.16,Federate Interface Specification,CAP-SUP,SUP-GET-INTERACTION-CLASS-NAME-SERVICE,RTI shall provide the Get Interaction Class Name service.,shall,rti.support_services.get_interaction_class_name,unit + federate integration test,TEST-SUP-10_16-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.16. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_17-001,IEEE 1516.1-2010 (2010 edition),10.17,Federate Interface Specification,CAP-SUP,SUP-GET-PARAMETER-HANDLE-SERVICE,RTI shall provide the Get Parameter Handle service.,shall,rti.support_services.get_parameter_handle,unit + federate integration test,TEST-SUP-10_17-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.17. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_18-001,IEEE 1516.1-2010 (2010 edition),10.18,Federate Interface Specification,CAP-SUP,SUP-GET-PARAMETER-NAME-SERVICE,RTI shall provide the Get Parameter Name service.,shall,rti.support_services.get_parameter_name,unit + federate integration test,TEST-SUP-10_18-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.18. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_19-001,IEEE 1516.1-2010 (2010 edition),10.19,Federate Interface Specification,CAP-SUP,SUP-GET-ORDER-TYPE-SERVICE,RTI shall provide the Get Order Type service.,shall,rti.support_services.get_order_type,unit + federate integration test,TEST-SUP-10_19-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.19. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_20-001,IEEE 1516.1-2010 (2010 edition),10.20,Federate Interface Specification,CAP-SUP,SUP-GET-ORDER-NAME-SERVICE,RTI shall provide the Get Order Name service.,shall,rti.support_services.get_order_name,unit + federate integration test,TEST-SUP-10_20-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.20. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_21-001,IEEE 1516.1-2010 (2010 edition),10.21,Federate Interface Specification,CAP-SUP,SUP-GET-TRANSPORTATION-TYPE-HANDLE-SERVICE,RTI shall provide the Get Transportation Type Handle service.,shall,rti.support_services.get_transportation_type_handle,unit + federate integration test,TEST-SUP-10_21-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.21. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_22-001,IEEE 1516.1-2010 (2010 edition),10.22,Federate Interface Specification,CAP-SUP,SUP-GET-TRANSPORTATION-TYPE-NAME-SERVICE,RTI shall provide the Get Transportation Type Name service.,shall,rti.support_services.get_transportation_type_name,unit + federate integration test,TEST-SUP-10_22-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.22. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_23-001,IEEE 1516.1-2010 (2010 edition),10.23,Federate Interface Specification,CAP-SUP,SUP-GET-AVAILABLE-DIMENSIONS-FOR-CLASS-ATTRI,RTI shall provide the Get Available Dimensions For Class Attribute service.,shall,rti.support_services.get_available_dimensions_for_class_attribute,unit + federate integration test,TEST-SUP-10_23-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.23. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_24-001,IEEE 1516.1-2010 (2010 edition),10.24,Federate Interface Specification,CAP-SUP,SUP-GET-AVAILABLE-DIMENSIONS-FOR-INTERACTION,RTI shall provide the Get Available Dimensions For Interaction Class service.,shall,rti.support_services.get_available_dimensions_for_interaction_class,unit + federate integration test,TEST-SUP-10_24-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.24. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_25-001,IEEE 1516.1-2010 (2010 edition),10.25,Federate Interface Specification,CAP-SUP,SUP-GET-DIMENSION-HANDLE-SERVICE,RTI shall provide the Get Dimension Handle service.,shall,rti.support_services.get_dimension_handle,unit + federate integration test,TEST-SUP-10_25-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.25. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_26-001,IEEE 1516.1-2010 (2010 edition),10.26,Federate Interface Specification,CAP-SUP,SUP-GET-DIMENSION-NAME-SERVICE,RTI shall provide the Get Dimension Name service.,shall,rti.support_services.get_dimension_name,unit + federate integration test,TEST-SUP-10_26-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.26. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_27-001,IEEE 1516.1-2010 (2010 edition),10.27,Federate Interface Specification,CAP-SUP,SUP-GET-DIMENSION-UPPER-BOUND-SERVICE,RTI shall provide the Get Dimension Upper Bound service.,shall,rti.support_services.get_dimension_upper_bound,unit + federate integration test,TEST-SUP-10_27-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.27. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_28-001,IEEE 1516.1-2010 (2010 edition),10.28,Federate Interface Specification,CAP-SUP,SUP-GET-DIMENSION-HANDLE-SET-SERVICE,RTI shall provide the Get Dimension Handle Set service.,shall,rti.support_services.get_dimension_handle_set,unit + federate integration test,TEST-SUP-10_28-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.28. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_29-001,IEEE 1516.1-2010 (2010 edition),10.29,Federate Interface Specification,CAP-SUP,SUP-GET-RANGE-BOUNDS-SERVICE,RTI shall provide the Get Range Bounds service.,shall,rti.support_services.get_range_bounds,unit + federate integration test,TEST-SUP-10_29-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.29. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_30-001,IEEE 1516.1-2010 (2010 edition),10.30,Federate Interface Specification,CAP-SUP,SUP-SET-RANGE-BOUNDS-SERVICE,RTI shall provide the Set Range Bounds service.,shall,rti.support_services.set_range_bounds,unit + federate integration test,TEST-SUP-10_30-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.30. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_31-001,IEEE 1516.1-2010 (2010 edition),10.31,Federate Interface Specification,CAP-SUP,SUP-NORMALIZE-FEDERATE-HANDLE-SERVICE,RTI shall provide the Normalize Federate Handle service.,shall,rti.support_services.normalize_federate_handle,unit + federate integration test,TEST-SUP-10_31-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.31. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_32-001,IEEE 1516.1-2010 (2010 edition),10.32,Federate Interface Specification,CAP-SUP,SUP-NORMALIZE-SERVICE-GROUP-SERVICE,RTI shall provide the Normalize Service Group service.,shall,rti.support_services.normalize_group,unit + federate integration test,TEST-SUP-10_32-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.32. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_33-001,IEEE 1516.1-2010 (2010 edition),10.33,Federate Interface Specification,CAP-SUP,SUP-ENABLE-OBJECT-CLASS-RELEVANCE-ADVISORY-S,RTI shall provide the Enable Object Class Relevance Advisory Switch service.,shall,rti.support_services.enable_object_class_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_33-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.33. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_34-001,IEEE 1516.1-2010 (2010 edition),10.34,Federate Interface Specification,CAP-SUP,SUP-DISABLE-OBJECT-CLASS-RELEVANCE-ADVISORY-,RTI shall provide the Disable Object Class Relevance Advisory Switch service.,shall,rti.support_services.disable_object_class_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_34-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.34. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_35-001,IEEE 1516.1-2010 (2010 edition),10.35,Federate Interface Specification,CAP-SUP,SUP-ENABLE-ATTRIBUTE-RELEVANCE-ADVISORY-SWIT,RTI shall provide the Enable Attribute Relevance Advisory Switch service.,shall,rti.support_services.enable_attribute_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_35-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.35. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_36-001,IEEE 1516.1-2010 (2010 edition),10.36,Federate Interface Specification,CAP-SUP,SUP-DISABLE-ATTRIBUTE-RELEVANCE-ADVISORY-SWI,RTI shall provide the Disable Attribute Relevance Advisory Switch service.,shall,rti.support_services.disable_attribute_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_36-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.36. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_37-001,IEEE 1516.1-2010 (2010 edition),10.37,Federate Interface Specification,CAP-SUP,SUP-ENABLE-ATTRIBUTE-SCOPE-ADVISORY-SWITCH-S,RTI shall provide the Enable Attribute Scope Advisory Switch service.,shall,rti.support_services.enable_attribute_scope_advisory_switch,unit + federate integration test,TEST-SUP-10_37-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.37. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_38-001,IEEE 1516.1-2010 (2010 edition),10.38,Federate Interface Specification,CAP-SUP,SUP-DISABLE-ATTRIBUTE-SCOPE-ADVISORY-SWITCH-,RTI shall provide the Disable Attribute Scope Advisory Switch service.,shall,rti.support_services.disable_attribute_scope_advisory_switch,unit + federate integration test,TEST-SUP-10_38-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.38. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_39-001,IEEE 1516.1-2010 (2010 edition),10.39,Federate Interface Specification,CAP-SUP,SUP-ENABLE-INTERACTION-RELEVANCE-ADVISORY-SW,RTI shall provide the Enable Interaction Relevance Advisory Switch service.,shall,rti.support_services.enable_interaction_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_39-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.39. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_40-001,IEEE 1516.1-2010 (2010 edition),10.40,Federate Interface Specification,CAP-SUP,SUP-DISABLE-INTERACTION-RELEVANCE-ADVISORY-S,RTI shall provide the Disable Interaction Relevance Advisory Switch service.,shall,rti.support_services.disable_interaction_relevance_advisory_switch,unit + federate integration test,TEST-SUP-10_40-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.40. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_41-001,IEEE 1516.1-2010 (2010 edition),10.41,Federate Interface Specification,CAP-SUP,SUP-EVOKE-CALLBACK-SERVICE,RTI shall issue the Evoke Callback service.,shall,rti.support_services.evoke,unit + federate integration test,TEST-SUP-10_41-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.41. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_42-001,IEEE 1516.1-2010 (2010 edition),10.42,Federate Interface Specification,CAP-SUP,SUP-EVOKE-MULTIPLE-CALLBACKS-SERVICE,RTI shall issue the Evoke Multiple Callbacks service.,shall,rti.support_services.evoke_multiple_callbacks,unit + federate integration test,TEST-SUP-10_42-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.42. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_43-001,IEEE 1516.1-2010 (2010 edition),10.43,Federate Interface Specification,CAP-SUP,SUP-ENABLE-CALLBACKS-SERVICE,RTI shall issue the Enable Callbacks service.,shall,rti.support_services.enable_callbacks,unit + federate integration test,TEST-SUP-10_43-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.43. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-SUP-10_44-001,IEEE 1516.1-2010 (2010 edition),10.44,Federate Interface Specification,CAP-SUP,SUP-DISABLE-CALLBACKS-SERVICE,RTI shall issue the Disable Callbacks service.,shall,rti.support_services.disable_callbacks,unit + federate integration test,TEST-SUP-10_44-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 10.44. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-FM-OVERVIEW-001,IEEE 1516.1-2010 (2010 edition),4.1,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"RTI shall manage connected, joined, resigned, and disconnected federate lifecycle states.",shall,rti.federation_management.lifecycle,design review + integration test,TEST-FM-OVERVIEW-001,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-FM-OVERVIEW-002,IEEE 1516.1-2010 (2010 edition),4.1,Federate Interface Specification,CAP-FM,FM-MODULES,RTI shall maintain the current FDD as FOM modules and the standard MIM are accepted.,shall,rti.fdd.merge,design review + integration test,TEST-FM-OVERVIEW-002,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-FM-OVERVIEW-003,IEEE 1516.1-2010 (2010 edition),4.1,Federate Interface Specification,CAP-FM,FM-LOST,RTI shall detect and handle lost federates according to federation-management rules.,shall,rti.federation_management.lost_federates,design review + integration test,TEST-FM-OVERVIEW-003,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-DM-OVERVIEW-004,IEEE 1516.1-2010 (2010 edition),5.1,Federate Interface Specification,CAP-DM,DM-PUBLICATION,RTI shall track object and interaction publication declarations per joined federate.,shall,rti.declaration_management.publication_registry,design review + integration test,TEST-DM-OVERVIEW-004,Draft,P1,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-DM-OVERVIEW-005,IEEE 1516.1-2010 (2010 edition),5.1,Federate Interface Specification,CAP-DM,DM-SUBSCRIPTION,RTI shall track object and interaction subscription declarations per joined federate.,shall,rti.declaration_management.subscription_registry,design review + integration test,TEST-DM-OVERVIEW-005,Draft,P1,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-OM-OVERVIEW-006,IEEE 1516.1-2010 (2010 edition),6.1,Federate Interface Specification,CAP-OM,OM-DISCOVERY,RTI shall discover object instances at subscribed federates when discovery conditions are satisfied.,shall,rti.object_management.discovery,design review + integration test,TEST-OM-OVERVIEW-006,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-OM-OVERVIEW-007,IEEE 1516.1-2010 (2010 edition),6.1,Federate Interface Specification,CAP-OM,OM-SCOPE,"RTI shall determine instance attribute scope from subscription, DDM, and object-class relevance state.",shall,rti.object_management.scope,design review + integration test,TEST-OM-OVERVIEW-007,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-OWN-OVERVIEW-008,IEEE 1516.1-2010 (2010 edition),7.1,Federate Interface Specification,CAP-OWN,OWN-EXCLUSIVE,RTI shall track instance-attribute ownership so that no attribute has more than one owner.,shall,rti.ownership_management.registry,design review + integration test,TEST-OWN-OVERVIEW-008,Draft,P1,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-TM-OVERVIEW-009,IEEE 1516.1-2010 (2010 edition),8.1,Federate Interface Specification,CAP-TM,TM-TIME-AXIS,RTI shall coordinate logical time advancement with ordered delivery of timestamped messages.,shall,rti.time_management.scheduler,design review + integration test,TEST-TM-OVERVIEW-009,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-TM-OVERVIEW-010,IEEE 1516.1-2010 (2010 edition),8.1,Federate Interface Specification,CAP-TM,TM-LOOKAHEAD,RTI shall enforce lookahead constraints for time-regulating federates.,shall,rti.time_management.lookahead,design review + integration test,TEST-TM-OVERVIEW-010,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-TM-OVERVIEW-011,IEEE 1516.1-2010 (2010 edition),8.1,Federate Interface Specification,CAP-TM,TM-GALT-LITS,RTI shall compute and expose GALT and LITS values according to time-management semantics.,shall,rti.time_management.queries,design review + integration test,TEST-TM-OVERVIEW-011,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-DDM-OVERVIEW-012,IEEE 1516.1-2010 (2010 edition),9.1,Federate Interface Specification,CAP-DDM,DDM-REGION-OVERLAP,RTI shall use FDD dimensions and region overlap to determine DDM relevance.,shall,rti.data_distribution_management.routing,design review + integration test,TEST-DDM-OVERVIEW-012,Draft,P1,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-SUP-OVERVIEW-013,IEEE 1516.1-2010 (2010 edition),10.1,Federate Interface Specification,CAP-SUP,SUP-HANDLES,RTI shall provide stable handle/name lookup services for FDD elements and federation instances.,shall,rti.support_services.handles,design review + integration test,TEST-SUP-OVERVIEW-013,Draft,P1,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-MOM-OVERVIEW-014,IEEE 1516.1-2010 (2010 edition),11.1,Federate Interface Specification,CAP-MOM,MOM-EXPOSURE,RTI shall expose standard management information through MOM object and interaction classes.,shall,rti.mom,design review + integration test,TEST-MOM-OVERVIEW-014,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-MOM-OVERVIEW-015,IEEE 1516.1-2010 (2010 edition),11.2,Federate Interface Specification,CAP-MOM,MOM-OBJECTS,RTI shall publish standard MOM object classes and maintain MOM federation/federate object instances.,shall,rti.mom.objects,design review + integration test,TEST-MOM-OVERVIEW-015,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-MOM-OVERVIEW-016,IEEE 1516.1-2010 (2010 edition),11.3,Federate Interface Specification,CAP-MOM,MOM-INTERACTIONS,"RTI shall process standard MOM request, adjustment, report, and service interactions according to their role.",shall,rti.mom.interactions,design review + integration test,TEST-MOM-OVERVIEW-016,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.1-MOM-OVERVIEW-017,IEEE 1516.1-2010 (2010 edition),11.5,Federate Interface Specification,CAP-MOM,MOM-SERVICE-REPORTING,RTI shall emit service-reporting information when service reporting is enabled.,shall,rti.mom.service_reporting,design review + integration test,TEST-MOM-OVERVIEW-017,Draft,P0,Semantic requirement seeded from service-group overview; needs paragraph-level extraction in next pass.
HLA1516.2-COMPONENTS-001,IEEE 1516.2-2010 (2010 edition),4,Object Model Template Specification,CAP-OMT,OMT-COMPONENTS,Parser shall recognize the standard OMT component tables used by HLA object models.,shall,omt.parser,parser/validator unit test + round-trip test,TEST-OMT-001,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-IDENTITY-002,IEEE 1516.2-2010 (2010 edition),4.1,Object Model Template Specification,CAP-OMT,OMT-IDENTITY,Parser shall extract and preserve object-model identification metadata.,shall,omt.identity,parser/validator unit test + round-trip test,TEST-OMT-002,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-TYPE-003,IEEE 1516.2-2010 (2010 edition),4.1,Object Model Template Specification,CAP-OMT,OMT-TYPE,"Validator shall distinguish FOM, SOM, FOM module, SOM module, and MIM-style model roles where applicable.",shall,omt.identity,parser/validator unit test + round-trip test,TEST-OMT-003,Draft,P1,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
HLA1516.2-OBJECT-CLASSES-004,IEEE 1516.2-2010 (2010 edition),4.2,Object Model Template Specification,CAP-OMT,OMT-OBJECT-CLASSES,Parser shall preserve the object class hierarchy rooted at ObjectRoot.,shall,omt.object_classes,parser/validator unit test + round-trip test,TEST-OMT-004,Draft,P0,Seeded from 1516.2 clause inventory; expand to field-level constraints in next pass.
