test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-HLA1516_1-OM-6_14-RTIAPI-001-GRPC,HLA1516.1-OM-6_14-RTIAPI-001,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001: RTI shall expose RTIambassador method `deleteObjectInstance` for the Delete Object Instance service.,"Signature: void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-001-REST,HLA1516.1-OM-6_14-RTIAPI-001,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001: RTI shall expose RTIambassador method `deleteObjectInstance` for the Delete Object Instance service.,"Signature: void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-001-SIG-NATIVE,HLA1516.1-OM-6_14-RTIAPI-001-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-SIG: `deleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag.,"void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-001-SIG-GRPC,HLA1516.1-OM-6_14-RTIAPI-001-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-SIG: `deleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag.,"void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-001-SIG-REST,HLA1516.1-OM-6_14-RTIAPI-001-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-SIG: `deleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag.,"void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EXC-NATIVE,HLA1516.1-OM-6_14-RTIAPI-001-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalErr,
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EXC-GRPC,HLA1516.1-OM-6_14-RTIAPI-001-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalErr,
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EXC-REST,HLA1516.1-OM-6_14-RTIAPI-001-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-001-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalErr,
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EFF-NATIVE,HLA1516.1-OM-6_14-RTIAPI-001-EFF,CAP-OM,OM-deleteObjectInstance,state/effect integration test,native,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-EFF: `deleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Delete Object Instance service.",
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EFF-GRPC,HLA1516.1-OM-6_14-RTIAPI-001-EFF,CAP-OM,OM-deleteObjectInstance,state/effect integration test,grpc,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-EFF: `deleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Delete Object Instance service.",
TEST-HLA1516_1-OM-6_14-RTIAPI-001-EFF-REST,HLA1516.1-OM-6_14-RTIAPI-001-EFF,CAP-OM,OM-deleteObjectInstance,state/effect integration test,rest,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-EFF: `deleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Delete Object Instance service.",
TEST-HLA1516_1-OM-6_14-RTIAPI-001-MOM-NATIVE,HLA1516.1-OM-6_14-RTIAPI-001-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,native,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_14-RTIAPI-001-MOM-GRPC,HLA1516.1-OM-6_14-RTIAPI-001-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,grpc,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_14-RTIAPI-001-MOM-REST,HLA1516.1-OM-6_14-RTIAPI-001-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,rest,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_14-RTIAPI-002-NATIVE,HLA1516.1-OM-6_14-RTIAPI-002,CAP-OM,OM-deleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002: RTI shall expose RTIambassador method `deleteObjectInstance` for the Delete Object Instance service.,"Signature: MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-GRPC,HLA1516.1-OM-6_14-RTIAPI-002,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002: RTI shall expose RTIambassador method `deleteObjectInstance` for the Delete Object Instance service.,"Signature: MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-REST,HLA1516.1-OM-6_14-RTIAPI-002,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002: RTI shall expose RTIambassador method `deleteObjectInstance` for the Delete Object Instance service.,"Signature: MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-SIG-NATIVE,HLA1516.1-OM-6_14-RTIAPI-002-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-SIG: `deleteObjectInstance` shall use return type `MessageRetractionReturn` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag; LogicalTime theTime.,"MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-SIG-GRPC,HLA1516.1-OM-6_14-RTIAPI-002-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-SIG: `deleteObjectInstance` shall use return type `MessageRetractionReturn` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag; LogicalTime theTime.,"MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-SIG-REST,HLA1516.1-OM-6_14-RTIAPI-002-SIG,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-SIG: `deleteObjectInstance` shall use return type `MessageRetractionReturn` and supplied arguments: ObjectInstanceHandle objectHandle; byte[] userSuppliedTag; LogicalTime theTime.,"MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_14-RTIAPI-002-EXC-NATIVE,HLA1516.1-OM-6_14-RTIAPI-002-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: InvalidLogicalTime; DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConne,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-EXC-GRPC,HLA1516.1-OM-6_14-RTIAPI-002-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: InvalidLogicalTime; DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConne,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-EXC-REST,HLA1516.1-OM-6_14-RTIAPI-002-EXC,CAP-OM,OM-deleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-EXC: `deleteObjectInstance` shall define and surface applicable exception conditions: InvalidLogicalTime; DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConne,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-RET-NATIVE,HLA1516.1-OM-6_14-RTIAPI-002-RET,CAP-OM,OM-deleteObjectInstance,state/effect integration test,native,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-RET: `deleteObjectInstance` shall return a `MessageRetractionReturn` value consistent with RTI state and FDD/MIM metadata.,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-RET-GRPC,HLA1516.1-OM-6_14-RTIAPI-002-RET,CAP-OM,OM-deleteObjectInstance,state/effect integration test,grpc,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-RET: `deleteObjectInstance` shall return a `MessageRetractionReturn` value consistent with RTI state and FDD/MIM metadata.,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-RET-REST,HLA1516.1-OM-6_14-RTIAPI-002-RET,CAP-OM,OM-deleteObjectInstance,state/effect integration test,rest,planned,Verify HLA1516.1-OM-6_14-RTIAPI-002-RET: `deleteObjectInstance` shall return a `MessageRetractionReturn` value consistent with RTI state and FDD/MIM metadata.,
TEST-HLA1516_1-OM-6_14-RTIAPI-002-MOM-NATIVE,HLA1516.1-OM-6_14-RTIAPI-002-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,native,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-002-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_14-RTIAPI-002-MOM-GRPC,HLA1516.1-OM-6_14-RTIAPI-002-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,grpc,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-002-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_14-RTIAPI-002-MOM-REST,HLA1516.1-OM-6_14-RTIAPI-002-MOM,CAP-OM,OM-deleteObjectInstance,MOM observer integration,rest,planned,"Verify HLA1516.1-OM-6_14-RTIAPI-002-MOM: When MOM service reporting is enabled, invocation of `deleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-NATIVE,HLA1516.1-OM-6_16-RTIAPI-001,CAP-OM,OM-localDeleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001: RTI shall expose RTIambassador method `localDeleteObjectInstance` for the Local Delete Object Instance service.,"Signature: void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-GRPC,HLA1516.1-OM-6_16-RTIAPI-001,CAP-OM,OM-localDeleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001: RTI shall expose RTIambassador method `localDeleteObjectInstance` for the Local Delete Object Instance service.,"Signature: void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-REST,HLA1516.1-OM-6_16-RTIAPI-001,CAP-OM,OM-localDeleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001: RTI shall expose RTIambassador method `localDeleteObjectInstance` for the Local Delete Object Instance service.,"Signature: void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-SIG-NATIVE,HLA1516.1-OM-6_16-RTIAPI-001-SIG,CAP-OM,OM-localDeleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-SIG: `localDeleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle.,"void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-SIG-GRPC,HLA1516.1-OM-6_16-RTIAPI-001-SIG,CAP-OM,OM-localDeleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-SIG: `localDeleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle.,"void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-SIG-REST,HLA1516.1-OM-6_16-RTIAPI-001-SIG,CAP-OM,OM-localDeleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-SIG: `localDeleteObjectInstance` shall use return type `void` and supplied arguments: ObjectInstanceHandle objectHandle.,"void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EXC-NATIVE,HLA1516.1-OM-6_16-RTIAPI-001-EXC,CAP-OM,OM-localDeleteObjectInstance,api conformance,native,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-EXC: `localDeleteObjectInstance` shall define and surface applicable exception conditions: OwnershipAcquisitionPending; FederateOwnsAttributes; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMe,
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EXC-GRPC,HLA1516.1-OM-6_16-RTIAPI-001-EXC,CAP-OM,OM-localDeleteObjectInstance,api conformance,grpc,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-EXC: `localDeleteObjectInstance` shall define and surface applicable exception conditions: OwnershipAcquisitionPending; FederateOwnsAttributes; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMe,
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EXC-REST,HLA1516.1-OM-6_16-RTIAPI-001-EXC,CAP-OM,OM-localDeleteObjectInstance,api conformance,rest,planned,Verify HLA1516.1-OM-6_16-RTIAPI-001-EXC: `localDeleteObjectInstance` shall define and surface applicable exception conditions: OwnershipAcquisitionPending; FederateOwnsAttributes; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMe,
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EFF-NATIVE,HLA1516.1-OM-6_16-RTIAPI-001-EFF,CAP-OM,OM-localDeleteObjectInstance,state/effect integration test,native,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-EFF: `localDeleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Local Delete Object Instance service.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EFF-GRPC,HLA1516.1-OM-6_16-RTIAPI-001-EFF,CAP-OM,OM-localDeleteObjectInstance,state/effect integration test,grpc,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-EFF: `localDeleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Local Delete Object Instance service.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-EFF-REST,HLA1516.1-OM-6_16-RTIAPI-001-EFF,CAP-OM,OM-localDeleteObjectInstance,state/effect integration test,rest,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-EFF: `localDeleteObjectInstance` shall apply the state, routing, advisory, or lifecycle effects specified for the Local Delete Object Instance service.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-MOM-NATIVE,HLA1516.1-OM-6_16-RTIAPI-001-MOM,CAP-OM,OM-localDeleteObjectInstance,MOM observer integration,native,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `localDeleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-MOM-GRPC,HLA1516.1-OM-6_16-RTIAPI-001-MOM,CAP-OM,OM-localDeleteObjectInstance,MOM observer integration,grpc,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `localDeleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_16-RTIAPI-001-MOM-REST,HLA1516.1-OM-6_16-RTIAPI-001-MOM,CAP-OM,OM-localDeleteObjectInstance,MOM observer integration,rest,planned,"Verify HLA1516.1-OM-6_16-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `localDeleteObjectInstance` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_19-RTIAPI-001-NATIVE,HLA1516.1-OM-6_19-RTIAPI-001,CAP-OM,OM-requestAttributeValueUpdate,api conformance,native,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001: RTI shall expose RTIambassador method `requestAttributeValueUpdate` for the Request Attribute Value Update service.,"Signature: void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-GRPC,HLA1516.1-OM-6_19-RTIAPI-001,CAP-OM,OM-requestAttributeValueUpdate,api conformance,grpc,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001: RTI shall expose RTIambassador method `requestAttributeValueUpdate` for the Request Attribute Value Update service.,"Signature: void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-REST,HLA1516.1-OM-6_19-RTIAPI-001,CAP-OM,OM-requestAttributeValueUpdate,api conformance,rest,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001: RTI shall expose RTIambassador method `requestAttributeValueUpdate` for the Request Attribute Value Update service.,"Signature: void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-SIG-NATIVE,HLA1516.1-OM-6_19-RTIAPI-001-SIG,CAP-OM,OM-requestAttributeValueUpdate,api conformance,native,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-SIG: `requestAttributeValueUpdate` shall use return type `void` and supplied arguments: ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag.,"void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-SIG-GRPC,HLA1516.1-OM-6_19-RTIAPI-001-SIG,CAP-OM,OM-requestAttributeValueUpdate,api conformance,grpc,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-SIG: `requestAttributeValueUpdate` shall use return type `void` and supplied arguments: ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag.,"void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-SIG-REST,HLA1516.1-OM-6_19-RTIAPI-001-SIG,CAP-OM,OM-requestAttributeValueUpdate,api conformance,rest,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-SIG: `requestAttributeValueUpdate` shall use return type `void` and supplied arguments: ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag.,"void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EXC-NATIVE,HLA1516.1-OM-6_19-RTIAPI-001-EXC,CAP-OM,OM-requestAttributeValueUpdate,api conformance,native,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-EXC: `requestAttributeValueUpdate` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinterna,
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EXC-GRPC,HLA1516.1-OM-6_19-RTIAPI-001-EXC,CAP-OM,OM-requestAttributeValueUpdate,api conformance,grpc,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-EXC: `requestAttributeValueUpdate` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinterna,
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EXC-REST,HLA1516.1-OM-6_19-RTIAPI-001-EXC,CAP-OM,OM-requestAttributeValueUpdate,api conformance,rest,planned,Verify HLA1516.1-OM-6_19-RTIAPI-001-EXC: `requestAttributeValueUpdate` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinterna,
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EFF-NATIVE,HLA1516.1-OM-6_19-RTIAPI-001-EFF,CAP-OM,OM-requestAttributeValueUpdate,state/effect integration test,native,planned,"Verify HLA1516.1-OM-6_19-RTIAPI-001-EFF: `requestAttributeValueUpdate` shall apply the state, routing, advisory, or lifecycle effects specified for the Request Attribute Value Update service.",
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EFF-GRPC,HLA1516.1-OM-6_19-RTIAPI-001-EFF,CAP-OM,OM-requestAttributeValueUpdate,state/effect integration test,grpc,planned,"Verify HLA1516.1-OM-6_19-RTIAPI-001-EFF: `requestAttributeValueUpdate` shall apply the state, routing, advisory, or lifecycle effects specified for the Request Attribute Value Update service.",
TEST-HLA1516_1-OM-6_19-RTIAPI-001-EFF-REST,HLA1516.1-OM-6_19-RTIAPI-001-EFF,CAP-OM,OM-requestAttributeValueUpdate,state/effect integration test,rest,planned,"Verify HLA1516.1-OM-6_19-RTIAPI-001-EFF: `requestAttributeValueUpdate` shall apply the state, routing, advisory, or lifecycle effects specified for the Request Attribute Value Update service.",
TEST-HLA1516_1-OM-6_19-RTIAPI-001-MOM-NATIVE,HLA1516.1-OM-6_19-RTIAPI-001-MOM,CAP-OM,OM-requestAttributeValueUpdate,MOM observer integration,native,planned,"Verify HLA1516.1-OM-6_19-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `requestAttributeValueUpdate` shall be eligible for standard MOM service invocation reporting.",
TEST-HLA1516_1-OM-6_19-RTIAPI-001-MOM-GRPC,HLA1516.1-OM-6_19-RTIAPI-001-MOM,CAP-OM,OM-requestAttributeValueUpdate,MOM observer integration,grpc,planned,"Verify HLA1516.1-OM-6_19-RTIAPI-001-MOM: When MOM service reporting is enabled, invocation of `requestAttributeValueUpdate` shall be eligible for standard MOM service invocation reporting.",
