requirement_id,interface,method_name,python_name,document,section,section_ref,title,service_group,source_languages,source_overload_count,declared_exceptions,python_entry_point,implementation_status,verification_status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,evidence,negative_expectation_count,negative_executed_count,verification_asset_id,known_gaps
REQ-RTI-OWN-7_15-cancelAttributeOwnershipAcquisition,RTIambassador,cancelAttributeOwnershipAcquisition,cancel_attribute_ownership_acquisition,IEEE 1516.1-2010 (2010 edition),7.15,IEEE 1516.1-2010 (2010 edition) §7.15,Cancel Attribute Ownership Acquisition service,Ownership Management,cpp; java,2,AttributeAcquisitionWasNotRequested; AttributeAlreadyOwned; AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_cancelAttributeOwnershipAcquisition,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_cancelAttributeOwnershipAcquisition; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,tests/scenarios/test_ownership_management_backend_matrix.py,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_negotiated_attribute_ownership_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,9,8,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_17-queryAttributeOwnership,RTIambassador,queryAttributeOwnership,query_attribute_ownership,IEEE 1516.1-2010 (2010 edition),7.17,IEEE 1516.1-2010 (2010 edition) §7.17,Query Attribute Ownership service,Ownership Management,cpp; java,2,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_queryAttributeOwnership,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_queryAttributeOwnership; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix,tests/scenarios/test_ownership_management_backend_matrix.py,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_attribute_ownership_query_callback_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix,7,2,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_19-isAttributeOwnedByFederate,RTIambassador,isAttributeOwnedByFederate,is_attribute_owned_by_federate,IEEE 1516.1-2010 (2010 edition),7.19,IEEE 1516.1-2010 (2010 edition) §7.19,Is Attribute Owned By Federate service,Ownership Management,cpp; java,2,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_isAttributeOwnedByFederate,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_isAttributeOwnedByFederate; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_attribute_ownership_query_callback_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix,7,0,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_2-unconditionalAttributeOwnershipDivestiture,RTIambassador,unconditionalAttributeOwnershipDivestiture,unconditional_attribute_ownership_divestiture,IEEE 1516.1-2010 (2010 edition),7.2,IEEE 1516.1-2010 (2010 edition) §7.2,Unconditional Attribute Ownership Divestiture service,Ownership Management,cpp; java,2,AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unconditionalAttributeOwnershipDivestiture,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unconditionalAttributeOwnershipDivestiture; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_attribute_ownership_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_matrix,8,0,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_3-negotiatedAttributeOwnershipDivestiture,RTIambassador,negotiatedAttributeOwnershipDivestiture,negotiated_attribute_ownership_divestiture,IEEE 1516.1-2010 (2010 edition),7.3,IEEE 1516.1-2010 (2010 edition) §7.3,Negotiated Attribute Ownership Divestiture service,Ownership Management,cpp; java,2,AttributeAlreadyBeingDivested; AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_negotiatedAttributeOwnershipDivestiture,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_negotiatedAttributeOwnershipDivestiture; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_negotiated_attribute_ownership_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,9,0,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_6-confirmDivestiture,RTIambassador,confirmDivestiture,confirm_divestiture,IEEE 1516.1-2010 (2010 edition),7.6,IEEE 1516.1-2010 (2010 edition) §7.6,Confirm Divestiture service,Ownership Management,cpp; java,2,AttributeDivestitureWasNotRequested; AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; NoAcquisitionPending; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_confirmDivestiture,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_confirmDivestiture; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,tests/scenarios/test_ownership_management_backend_matrix.py,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_negotiated_attribute_ownership_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix,10,9,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_8-attributeOwnershipAcquisition,RTIambassador,attributeOwnershipAcquisition,attribute_ownership_acquisition,IEEE 1516.1-2010 (2010 edition),7.8,IEEE 1516.1-2010 (2010 edition) §7.8,Attribute Ownership Acquisition service,Ownership Management,cpp; java,2,AttributeNotDefined; AttributeNotPublished; FederateNotExecutionMember; FederateOwnsAttributes; NotConnected; ObjectClassNotPublished; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_attributeOwnershipAcquisition,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_attributeOwnershipAcquisition; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_release_request_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_release_request_owned_attribute_probe,tests/scenarios/test_ownership_management_backend_matrix.py,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_release_request_ownership_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_release_request_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_release_request_owned_attribute_probe,10,9,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-OWN-7_9-attributeOwnershipAcquisitionIfAvailable,RTIambassador,attributeOwnershipAcquisitionIfAvailable,attribute_ownership_acquisition_if_available,IEEE 1516.1-2010 (2010 edition),7.9,IEEE 1516.1-2010 (2010 edition) §7.9,Attribute Ownership Acquisition If Available service,Ownership Management,cpp; java,2,AttributeAlreadyBeingAcquired; AttributeNotDefined; AttributeNotPublished; FederateNotExecutionMember; FederateOwnsAttributes; NotConnected; ObjectClassNotPublished; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_attributeOwnershipAcquisitionIfAvailable,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_attributeOwnershipAcquisitionIfAvailable; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_ownership_management_backend_matrix.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_unavailable_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_unavailable_matrix,tests/scenarios/test_ownership_management_backend_matrix.py,analysis/compliance/service_conformance.json,tests/scenarios/test_ownership_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_ownership.py::run_attribute_ownership_unavailable_scenario; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_unavailable_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_unavailable_matrix,11,10,ASSET-OWNERSHIP-MGMT-REFERENCE-SUBSET,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-PLM-12_2-decodeAttributeHandle,RTIambassador,decodeAttributeHandle,decode_attribute_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeAttributeHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeAttributeHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeDimensionHandle,RTIambassador,decodeDimensionHandle,decode_dimension_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeDimensionHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeDimensionHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeFederateHandle,RTIambassador,decodeFederateHandle,decode_federate_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeFederateHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeFederateHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeInteractionClassHandle,RTIambassador,decodeInteractionClassHandle,decode_interaction_class_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeInteractionClassHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeInteractionClassHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeMessageRetractionHandle,RTIambassador,decodeMessageRetractionHandle,decode_message_retraction_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeMessageRetractionHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeMessageRetractionHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeObjectClassHandle,RTIambassador,decodeObjectClassHandle,decode_object_class_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeObjectClassHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeObjectClassHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeObjectInstanceHandle,RTIambassador,decodeObjectInstanceHandle,decode_object_instance_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeObjectInstanceHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeObjectInstanceHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeParameterHandle,RTIambassador,decodeParameterHandle,decode_parameter_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeParameterHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeParameterHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-PLM-12_2-decodeRegionHandle,RTIambassador,decodeRegionHandle,decode_region_handle,IEEE 1516.1-2010 (2010 edition),12.2,IEEE 1516.1-2010 (2010 edition) §12.2,Designators,Programming Language Mappings,cpp,1,,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeRegionHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_decodeRegionHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,0,0,ASSET-LANGUAGE-BINDING-HANDLE-ENCODING,
REQ-RTI-SS-10_10-getObjectInstanceName,RTIambassador,getObjectInstanceName,get_object_instance_name,IEEE 1516.1-2010 (2010 edition),10.10,IEEE 1516.1-2010 (2010 edition) §10.10,Get Object Instance Name service,Support Services,cpp; java,2,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceName,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getObjectInstanceName; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,4,2,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_11-getAttributeHandle,RTIambassador,getAttributeHandle,get_attribute_handle,IEEE 1516.1-2010 (2010 edition),10.11,IEEE 1516.1-2010 (2010 edition) §10.11,Get Attribute Handle service,Support Services,cpp; java,2,FederateNotExecutionMember; InvalidObjectClassHandle; NameNotFound; NotConnected; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeHandle,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeHandle; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,5,4,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-SS-10_12-getAttributeName,RTIambassador,getAttributeName,get_attribute_name,IEEE 1516.1-2010 (2010 edition),10.12,IEEE 1516.1-2010 (2010 edition) §10.12,Get Attribute Name service,Support Services,cpp; java,2,AttributeNotDefined; FederateNotExecutionMember; InvalidAttributeHandle; InvalidObjectClassHandle; NotConnected; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeName,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_getAttributeName; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,tests/scenarios/test_support_services_backend_matrix.py; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_support_services_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_support_services.py::run_support_factory_and_decode_scenario; tests/scenarios/test_support_services_backend_matrix.py::test_python_backend_support_factory_and_decode_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_support_factory_and_decode_matrix,6,3,ASSET-SUPPORT-SERVICES-HANDLE-FACTORIES,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
