matrix_id,kind,document,section_ref,title,requirement_id,service_group,status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,linked_methods,linked_assets,claim_scope,supported_subset_for,policy_basis,python_runtime_status,python_runtime_disposition,certi_runtime_status,certi_runtime_disposition,portico_runtime_status,portico_runtime_disposition,pitch_runtime_status,pitch_runtime_disposition,pitch_jpype_runtime_disposition,pitch_py4j_runtime_disposition,vendor_evidence_refs,vendor_notes,vendor_source,vendor_profile_bucket,vendor_profile_refs,vendor_profile_notes,vendor_profile_source,notes,source
HLA1516.2-TIME-4.7-003,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.7,RTI integration shall use OMT time representation data to select logical time factories,HLA1516.2-TIME-4.7-003,TIME,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TIME-4.7-003,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,OMT parser shall preserve transportation-type declarations and resolve attribute and interaction references to valid transportation types,HLA1516.2-TRANS-001,Transportation tables,partial,hla2010/fom.py,test_parse_fom_xml_extracts_transportation_update_rate_and_datatype_tables,,requirements/hla1516_2_omt.csv,,,,,,,vendor-divergent,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus validation tests; omt.transportation,requirements/hla1516_2_omt.csv
HLA1516.2-TRANS-4.10-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Object models shall define transportation types,HLA1516.2-TRANS-4.10-001,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-001,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser verification; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-4.10-002,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Transportation type names shall be unique,HLA1516.2-TRANS-4.10-002,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-002,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative parser validation; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-4.10-003,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Parser shall preserve declared transportation type names,HLA1516.2-TRANS-4.10-003,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-003,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus support-service integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-4.10-004,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Attributes shall reference only valid transportation types,HLA1516.2-TRANS-4.10-004,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-004,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=catalog validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-4.10-005,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Interaction classes shall reference only valid transportation types,HLA1516.2-TRANS-4.10-005,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-005,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=catalog validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-TRANS-4.10-006,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.10,Validator shall reject references to undefined transportation types,HLA1516.2-TRANS-4.10-006,TRANS,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-TRANS-4.10-006,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative parser validation; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-URATE-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,OMT parser shall preserve update-rate designators and validate references to them from object-model metadata,HLA1516.2-URATE-001,Update rate designators,partial,hla2010/fom.py,test_parse_fom_xml_extracts_transportation_update_rate_and_datatype_tables,,requirements/hla1516_2_omt.csv,,,,,,,vendor-divergent,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus validation tests; omt.update_rates,requirements/hla1516_2_omt.csv
HLA1516.2-URATE-4.11-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,Object models shall support update rate designators,HLA1516.2-URATE-4.11-001,URATE,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-URATE-4.11-001,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser verification; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-URATE-4.11-002,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,Update rate designator names shall be unique,HLA1516.2-URATE-4.11-002,URATE,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-URATE-4.11-002,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative parser validation; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-URATE-4.11-003,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,Parser shall preserve declared update rate names and values,HLA1516.2-URATE-4.11-003,URATE,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-URATE-4.11-003,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus support-service integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-URATE-4.11-004,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,Attributes referencing update rate designators shall reference valid entries,HLA1516.2-URATE-4.11-004,URATE,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-URATE-4.11-004,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=catalog validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-URATE-4.11-005,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §4.11,Validator shall reject undefined update rate references,HLA1516.2-URATE-4.11-005,URATE,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-URATE-4.11-005,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative parser validation; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,"OMT XML interchange shall validate namespaces, reject schema-invalid documents, preserve schema-valid serialization, and preserve semantic round-trip fidelity",HLA1516.2-XML-001,XML interchange,partial,hla2010/fom.py,test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document,,requirements/hla1516_2_omt.csv,,,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus round-trip tests; omt.xml_interchange,requirements/hla1516_2_omt.csv
HLA1516.2-XML-ANNEX-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,OMT XML documents shall conform to the published XML schema,HLA1516.2-XML-ANNEX-001,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-ANNEX-001,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=schema validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-ANNEX-002,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,Parser shall validate XML namespace usage,HLA1516.2-XML-ANNEX-002,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-ANNEX-002,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=namespace validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-ANNEX-003,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,Parser shall reject schema-invalid XML documents,HLA1516.2-XML-ANNEX-003,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-ANNEX-003,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative schema validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-ANNEX-004,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,Serializer shall emit schema-valid XML,HLA1516.2-XML-ANNEX-004,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-ANNEX-004,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=schema validation test; Current serializer proof now covers strict Annex E OMT schema validation for the implemented subset,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-ANNEX-005,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,Parse to serialize to parse shall preserve semantic equivalence,HLA1516.2-XML-ANNEX-005,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-ANNEX-005,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=semantic round-trip verification; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-D-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex D,Parser shall accept OMT XML interchange documents rooted at objectModel,HLA1516.2-XML-D-001,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-D-001,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-D-002,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex D,Resolver shall normalize XML module designators into backend-consumable URLs or file URIs,HLA1516.2-XML-D-002,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-D-002,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-D-003,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex D,MIM XML module payloads shall remain available for MOM request and report paths in the active implementation subset,HLA1516.2-XML-D-003,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-D-003,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=parser plus integration tests; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
HLA1516.2-XML-E-001,extracted-requirement,IEEE 1516.2-2010 (2010 edition),IEEE 1516.2-2010 (2010 edition) §Annex E,Schema-level XML conformance shall be validated against the standard schema when full schema validation is implemented,HLA1516.2-XML-E-001,XML,pass,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_2_priority_omt.csv,,HLA1516.2-XML-E-001,,,,,verified,,not-applicable,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=schema validation test; Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens,requirements/hla1516_2_priority_omt.csv
REQ-FED-DM-5_10-startRegistrationForObjectClass,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §5.10,Start Registration For Object Class service,REQ-FED-DM-5_10-startRegistrationForObjectClass,Declaration Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,startRegistrationForObjectClass
REQ-FED-DM-5_11-stopRegistrationForObjectClass,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §5.11,Stop Registration For Object Class service,REQ-FED-DM-5_11-stopRegistrationForObjectClass,Declaration Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,stopRegistrationForObjectClass
REQ-FED-DM-5_12-turnInteractionsOn,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §5.12,Turn Interactions On service,REQ-FED-DM-5_12-turnInteractionsOn,Declaration Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,turnInteractionsOn
REQ-FED-DM-5_13-turnInteractionsOff,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §5.13,Turn Interactions Off service,REQ-FED-DM-5_13-turnInteractionsOff,Declaration Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,,verified,,classification-required,,classification-required,,verified,verified,verified,,,,,,,,,turnInteractionsOff
REQ-FED-FM-4_12-synchronizationPointRegistrationFailed,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.12,Confirm Synchronization Point Registration service,REQ-FED-FM-4_12-synchronizationPointRegistrationFailed,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_registration_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_registration_failure_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,yes,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/README.md; ../tests/vendors/test_pitch_real_backend_matrix.py,shared synchronization scenarios jointly verify Pitch registration-success and duplicate-label failure callbacks,docs/backend_conformance_matrix.md,Sync,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): not yet explicit; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): not yet explicit; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,synchronizationPointRegistrationFailed
REQ-FED-FM-4_12-synchronizationPointRegistrationSucceeded,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.12,Confirm Synchronization Point Registration service,REQ-FED-FM-4_12-synchronizationPointRegistrationSucceeded,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_registration_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_registration_failure_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,yes,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/README.md; ../tests/vendors/test_pitch_real_backend_matrix.py,shared synchronization scenarios jointly verify Pitch registration-success and duplicate-label failure callbacks,docs/backend_conformance_matrix.md,Sync,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): not yet explicit; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): not yet explicit; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,synchronizationPointRegistrationSucceeded
REQ-FED-FM-4_13-announceSynchronizationPoint,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.13,Announce Synchronization Point service,REQ-FED-FM-4_13-announceSynchronizationPoint,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,yes,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/README.md; ../tests/vendors/test_pitch_real_backend_matrix.py,callback coverage,docs/backend_conformance_matrix.md,Sync,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): not yet explicit; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): not yet explicit; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,announceSynchronizationPoint
REQ-FED-FM-4_15-federationSynchronized,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.15,Federation Synchronized service,REQ-FED-FM-4_15-federationSynchronized,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_failed_federate_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_failed_federate_synchronization_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,yes,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/README.md; ../tests/vendors/test_pitch_real_backend_matrix.py,callback coverage,docs/backend_conformance_matrix.md,Sync,docs/rti_options_and_test_matrix.md,"Python RTI (none, none): yes; Java shim (JPype, none): yes; Java shim (Py4J, none): yes; CERTI (native, subprocess-line): yes; CERTI (JPype facade, subprocess-line): yes; CERTI (Py4J facade, subprocess-line): yes; CERTI hosted (native, `grpc`): yes; CERTI hosted (native, `rest`): not yet explicit; Python RTI hosted (none, `grpc`): yes; Python RTI hosted (none, `rest`): not yet explicit; Pitch (JPype, none): yes; Pitch (Py4J, none): yes; Portico (JPype, none): install-dependent; Portico (Py4J, none): install-dependent",docs/rti_options_and_test_matrix.md,,federationSynchronized
REQ-FED-FM-4_17-initiateFederateSave,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.17,Initiate Federate Save service,REQ-FED-FM-4_17-initiateFederateSave,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore scenario verifies Pitch initiate-save callback delivery to each participating federate,docs/backend_conformance_matrix.md,,,,,,initiateFederateSave
REQ-FED-FM-4_20-federationNotSaved,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.20,Federation Saved service,REQ-FED-FM-4_20-federationNotSaved,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,not-yet-tested,,classification-required,yes,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and save-failure scenarios jointly verify Pitch federation-saved and federation-not-saved reporting,docs/backend_conformance_matrix.md,,,,,,federationNotSaved
REQ-FED-FM-4_20-federationSaved,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.20,Federation Saved service,REQ-FED-FM-4_20-federationSaved,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/verification/test_spec_traceability_and_extended_python_rti.py,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/verification/test_compliance_slice_v011.py; ../tests/verification/test_spec_traceability_and_extended_python_rti.py; ../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore and save-failure scenarios jointly verify Pitch federation-saved and federation-not-saved reporting,docs/backend_conformance_matrix.md,,,,,,federationSaved
REQ-FED-FM-4_23-federationSaveStatusResponse,service-requirement,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §4.23,Federation Save Status Response service,REQ-FED-FM-4_23-federationSaveStatusResponse,Federation Management,pass,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py,tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,,,,,,yes,verified,no,verified,,classification-required,yes,verified,verified,verified,../tests/backends/test_python_backend_support_services.py; ../tests/backends/test_python_backend_federation_extended.py; ../tests/backends/test_python_backend_object_ownership_extended.py; ../tests/backends/test_python_backend_time_ddm_extended.py; ../tests/vendors/test_pitch_real_backend_matrix.py,shared save/restore scenario verifies Pitch save-status query and callback payload coverage,docs/backend_conformance_matrix.md,,,,,,federationSaveStatusResponse
