asset_id,asset_type,title,section_ref,status,evidence,gaps
ASSET-CONFORMANCE-MATRIX-001,verification-artifact,Service-by-service conformance matrix covering RTIambassador services and MOM receive interactions,1516.1-2010 Annex G,implemented-slice,hla2010/conformance.py::build_service_conformance_matrix; analysis/service_conformance_matrix_v0_13.json; analysis/service_conformance_matrix_v0_13.csv; tests/verification/test_service_conformance_matrix_v013.py,Rows identify handlers and current evidence; several handler-only rows still need service-specific behavior/exception tests.
ASSET-REQUIREMENTS-LEDGER-001,verification-artifact,"Strict requirements ledger classifying each mapped service row as pass, partial, fail, or not-evidenced",1516.1-2010 §4-§11,implemented-slice,hla2010/conformance.py::build_requirements_ledger; analysis/requirements_ledger_v0_13.json; analysis/requirements_ledger_v0_13.csv; tests/verification/test_requirements_ledger_v013.py,The ledger is only as strong as the linked executable evidence; rows marked partial and not-evidenced remain open engineering work.
ASSET-REQUIREMENTS-LEDGER-001,verification-artifact,"Strict requirements ledger classifying each mapped service row as pass, partial, fail, or not-evidenced",1516.1-2010 Annex G,implemented-slice,hla2010/conformance.py::build_requirements_ledger; analysis/requirements_ledger_v0_13.json; analysis/requirements_ledger_v0_13.csv; tests/verification/test_requirements_ledger_v013.py,The ledger is only as strong as the linked executable evidence; rows marked partial and not-evidenced remain open engineering work.
ASSET-VERIFICATION-TRACEABILITY-001,verification-artifact,Verification-plan asset packet and flat section-to-asset traceability export,1516.1-2010 §4-§11,implemented-slice,hla.verification.repo_internal/verification/asset_plan.py::write_verification_assets; hla.verification.repo_internal/verification/asset_plan.py::write_traceability_csv; analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv,"This packet traces verification assets and requirement slices, but it does not replace the service-level conformance ledger."
ASSET-VERIFICATION-TRACEABILITY-001,verification-artifact,Verification-plan asset packet and flat section-to-asset traceability export,1516.1-2010 Annex G,implemented-slice,hla.verification.repo_internal/verification/asset_plan.py::write_verification_assets; hla.verification.repo_internal/verification/asset_plan.py::write_traceability_csv; analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv,"This packet traces verification assets and requirement slices, but it does not replace the service-level conformance ledger."
ASSET-VENDOR-PARITY-PACKET-001,verification-artifact,"Harmonized vendor parity packet indexing runtime smoke commands, vendor matrix tests, findings notes, and optional preflight snapshots",1516.1-2010 §4-§10,implemented-slice,hla2010/testing/vendor_parity_artifacts.py::write_vendor_parity_artifacts; scripts/run_vendor_parity_artifacts.py; docs/vendor_parity_artifacts.md; tests/scenarios/test_vendor_parity_artifacts.py,"This packet harmonizes the current artifact surface, but it does not itself execute real vendor smoke or certify vendor behavior."
ASSET-VENDOR-PARITY-PACKET-001,verification-artifact,"Harmonized vendor parity packet indexing runtime smoke commands, vendor matrix tests, findings notes, and optional preflight snapshots",operational vendor parity,implemented-slice,hla2010/testing/vendor_parity_artifacts.py::write_vendor_parity_artifacts; scripts/run_vendor_parity_artifacts.py; docs/vendor_parity_artifacts.md; tests/scenarios/test_vendor_parity_artifacts.py,"This packet harmonizes the current artifact surface, but it does not itself execute real vendor smoke or certify vendor behavior."
ASSET-MOM-SERVICE-SEMANTIC-NEG-001,planned-artifact,Bespoke semantic negative-path harnesses for every MOM HLAservice action,1516.1-2010 §11.4.1,planned,analysis/service_conformance_matrix_v0_13.json; verification/mom_negative_matrix_v0_13.json,The generated parameter-validation rows are executable; service-action rows still need per-service precondition setup so success paths are not misreported as negative evidence.
ASSET-MOM-SERVICE-SEMANTIC-NEG-001,planned-artifact,Bespoke semantic negative-path harnesses for every MOM HLAservice action,1516.1-2010 Annex G,planned,analysis/service_conformance_matrix_v0_13.json; verification/mom_negative_matrix_v0_13.json,The generated parameter-validation rows are executable; service-action rows still need per-service precondition setup so success paths are not misreported as negative evidence.
ASSET-CROSS-RTI-BRIDGE-001,planned-artifact,Cross-run verification against at least one real Java RTI via JPype and Py4J,1516.1-2010 Java binding,gap,tests/runtime/test_optional_real_java_bridges.py,"No vendor RTI, jpype1, or py4j package is available in this sandbox."
ASSET-CROSS-RTI-BRIDGE-001,planned-artifact,Cross-run verification against at least one real Java RTI via JPype and Py4J,1516.1-2010 §4-§10,gap,tests/runtime/test_optional_real_java_bridges.py,"No vendor RTI, jpype1, or py4j package is available in this sandbox."
ASSET-NEGATIVE-MOM-MATRIX-001,verification-artifact,Generated MOM negative-path matrix with executable parameter-validation rows,1516.1-2010 §11.4.1,implemented-slice,verification/mom_negative_matrix_v0_13.json; analysis/mom_negative_matrix_v0_13.json; hla2010/mom_negative_testing.py::mom_negative_case_report; tests/verification/test_mom_negative_matrix_executable_v013.py,Service-action semantic negative cases remain visible as planned rows until each has a bespoke precondition harness.
ASSET-NEGATIVE-MOM-MATRIX-001,verification-artifact,Generated MOM negative-path matrix with executable parameter-validation rows,1516.1-2010 Annex G,implemented-slice,verification/mom_negative_matrix_v0_13.json; analysis/mom_negative_matrix_v0_13.json; hla2010/mom_negative_testing.py::mom_negative_case_report; tests/verification/test_mom_negative_matrix_executable_v013.py,Service-action semantic negative cases remain visible as planned rows until each has a bespoke precondition harness.
