requirement_id,source_document,clause,canonical_topic,current_artifact_id,implementation_refs,test_refs,artifact_refs,status,notes
HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,Object subscription enables discovery,HLA1516.1-DM-5.6-002,hla2010/backends/python/declaration.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to direct discovery behavior
HLA1516.1-DM-5.6-003,IEEE 1516.1-2010,5.6,Object subscription enables reflection,HLA1516.1-DM-5.6-003,hla2010/backends/python/declaration.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to direct reflection behavior
HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,Unsubscribe Object Class Attributes,HLA1516.1-DM-5.7-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit unsubscribe-object-attributes service coverage
HLA1516.1-DM-5.7-002,IEEE 1516.1-2010,5.7,Unsubscribe removes future object-attribute interest,HLA1516.1-DM-5.7-002,hla2010/backends/python/declaration.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Focused runtime proof now shows plain object-class attribute unsubscription removing subscription state and preventing later reflections
HLA1516.1-DM-5.8-001,IEEE 1516.1-2010,5.8,Subscribe Interaction Class,HLA1516.1-DM-5.8-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit interaction-subscribe service coverage
HLA1516.1-DM-5.8-002,IEEE 1516.1-2010,5.8,Interaction subscription enables receipt,HLA1516.1-DM-5.8-002,hla2010/backends/python/declaration.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to direct receiveInteraction behavior
HLA1516.1-DM-5.9-001,IEEE 1516.1-2010,5.9,Unsubscribe Interaction Class,HLA1516.1-DM-5.9-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit unsubscribe-interaction service coverage
HLA1516.1-DM-5.5-002,IEEE 1516.1-2010,5.5,Unpublish interaction removes strict send authority,HLA1516.1-DM-5.5-002,hla2010/backends/python/declaration.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to direct post-unpublish strict send rejection
HLA1516.1-DM-5.10-001,IEEE 1516.1-2010,5.10,Start Registration callback delivery,HLA1516.1-DM-5.10-001,hla2010/backends/python/declaration.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,partial,Focused callback test proves callback delivery path but not the full usefulness heuristic in the clause text
HLA1516.1-DM-5.11-001,IEEE 1516.1-2010,5.11,Stop Registration callback delivery,HLA1516.1-DM-5.11-001,hla2010/backends/python/declaration.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,partial,Focused callback test proves callback delivery path but not the full usefulness heuristic in the clause text
HLA1516.1-DM-5.12-001,IEEE 1516.1-2010,5.12,Turn Interactions On callback delivery,HLA1516.1-DM-5.12-001,hla2010/backends/python/declaration.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,partial,Focused callback test proves callback delivery path but not the full subscriber-driven heuristic in the clause text
HLA1516.1-DM-5.13-001,IEEE 1516.1-2010,5.13,Turn Interactions Off callback delivery,HLA1516.1-DM-5.13-001,hla2010/backends/python/declaration.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,partial,Focused callback test proves callback delivery path but not the full subscriber-driven heuristic in the clause text
HLA1516.1-OM-6.1.1-002,IEEE 1516.1-2010,6.1.1,Discovery uses closest subscribed superclass,HLA1516.1-OM-6.1.1-002,hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused hierarchy test proves discovery class selection uses the closest subscribed superclass
HLA1516.1-OM-6.8-004,IEEE 1516.1-2010,6.8,Object registration with RTI-assigned or federate-supplied names,HLA1516.1-OM-6.8-004,hla2010/backends/python/object_delivery.py; hla2010/backends/python/support.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused integration proof shows reserved federate-supplied names can be registered and remain queryable as stable object identities
HLA1516.1-OM-6.10-003,IEEE 1516.1-2010,6.10,Attribute updates route only to relevant subscriptions and scope,HLA1516.1-OM-6.10-003,hla2010/backends/python/object_delivery.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused DM-plus-DDM proof now shows object updates reflect only to a federate with both matching subscription and overlapping region scope
HLA1516.1-OM-6.10-005,IEEE 1516.1-2010,6.10,Reflected attribute updates carry the implemented reliable plus best-effort transport metadata subset,HLA1516.1-OM-6.10-005,hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py,tests/backends/test_python_backend_object_ownership_extended.py::test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates,requirements/2010/hla1516_1_clause_6_object_management.csv; analysis/compliance/requirements_matrix_2010.csv,mapped,Supported subset row: mixed attribute updates are split into separate reflect callbacks whose transport handles match the selected reliable versus best-effort attribute transport overrides
HLA1516.1-OM-6.15-001,IEEE 1516.1-2010,6.15,Remove Object Instance callback delivery,HLA1516.1-OM-6.15-001,hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused runtime proof now shows a known subscriber receives removeObjectInstance and forgets the deleted object locally
HLA1516.1-OM-6.16-002,IEEE 1516.1-2010,6.16,Local delete removes only local knowledge,HLA1516.1-OM-6.16-002,hla2010/backends/python/object_delivery.py; hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused local-delete proof shows only the invoking federate forgets the object and it can later be rediscovered from subsequent owner updates
HLA1516.1-OM-6.17-001,IEEE 1516.1-2010,6.17,Attributes In Scope callback delivery,HLA1516.1-OM-6.17-001,hla2010/backends/python/subscriptions.py; hla2010/backends/python/declaration.py; hla2010/backends/python/ddm.py; hla2010/backends/python/object.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused runtime proof now shows subscribed attributes entering overlapping region scope emit attributesInScope for the known object instance
HLA1516.1-OM-6.18-001,IEEE 1516.1-2010,6.18,Attributes Out Of Scope callback delivery,HLA1516.1-OM-6.18-001,hla2010/backends/python/subscriptions.py; hla2010/backends/python/declaration.py; hla2010/backends/python/ddm.py; hla2010/backends/python/object.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused runtime proof now shows subscribed attributes leaving overlapping region scope emit attributesOutOfScope for the known object instance
HLA1516.1-OM-6.19-002,IEEE 1516.1-2010,6.19,Request Attribute Value Update routes to relevant owners,HLA1516.1-OM-6.19-002,hla2010/backends/python/object_delivery.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_6_object_management.csv,mapped,Focused routing proof shows object-specific and class-wide requests reach only the owning federates responsible for the targeted instances
HLA1516.1-OM-6.12-005,IEEE 1516.1-2010,6.12,Received interactions carry the implemented reliable plus best-effort transport metadata subset,HLA1516.1-OM-6.12-005,hla2010/backends/python/object_delivery.py; hla2010/backends/python/ddm.py; hla2010/backends/python/state.py,tests/backends/test_python_backend_object_ownership_extended.py::test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates,requirements/2010/hla1516_1_clause_6_object_management.csv; analysis/compliance/requirements_matrix_2010.csv,mapped,Supported subset row: receiveInteraction callbacks expose the selected reliable versus best-effort transport handle for the implemented interaction delivery subset
HLA1516-RULE-12.1-001,IEEE 1516-2010,12.1,Coordinated save,HLA1516-RULE-12.1-001,hla2010/backends/python/save_restore.py; hla2010/backends/python/federation_sync.py,tests/backends/test_python_backend_federation_extended.py; tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Save coordination is traced explicitly through the source Clause 12 ledger and the focused compliance slice
HLA1516-RULE-12.1-002,IEEE 1516-2010,12.1,Save outcome collection,HLA1516-RULE-12.1-002,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Save completion and failure collection are traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.1-003,IEEE 1516-2010,12.1,Scheduled save at logical time,HLA1516-RULE-12.1-003,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Scheduled save timing is traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.1-004,IEEE 1516-2010,12.1,Abort save,HLA1516-RULE-12.1-004,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Abort-save behavior is traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.2-001,IEEE 1516-2010,12.2,Coordinated restore,HLA1516-RULE-12.2-001,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Restore coordination is traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.2-002,IEEE 1516-2010,12.2,Restore outcome collection,HLA1516-RULE-12.2-002,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Restore completion and failure collection are traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.2-003,IEEE 1516-2010,12.2,Restore logical time state,HLA1516-RULE-12.2-003,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Restore time-state reinstatement is traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.2-004,IEEE 1516-2010,12.2,Abort restore,HLA1516-RULE-12.2-004,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Abort-restore behavior is traced explicitly through the source Clause 12 ledger
HLA1516-RULE-12.2-005,IEEE 1516-2010,12.2,Restore object instance names values and existence,HLA1516-RULE-12.2-005,hla2010/backends/python/save_restore.py; hla2010/backends/python/object.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows saved object existence name mapping and attribute value state are reinstated after restore
HLA1516-RULE-12.2-006,IEEE 1516-2010,12.2,Restore object ownership and attribute ownership state,HLA1516-RULE-12.2-006,hla2010/backends/python/save_restore.py; hla2010/backends/python/ownership.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows saved object ownership and per-attribute ownership state are reinstated after restore
HLA1516-RULE-12.2-007,IEEE 1516-2010,12.2,Restore federate runtime flags and lookahead,HLA1516-RULE-12.2-007,hla2010/backends/python/save_restore.py; hla2010/backends/python/callbacks.py; hla2010/backends/python/time_services.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows saved asynchronous delivery time-regulation time-constrained and lookahead state are reinstated after restore
HLA1516-RULE-12.2-008,IEEE 1516-2010,12.2,Restore automatic resign and advisory policy state,HLA1516-RULE-12.2-008,hla2010/backends/python/save_restore.py; hla2010/backends/python/support.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows automatic resign directives and advisory-switch settings are reinstated from the saved federate-local snapshot
HLA1516-RULE-12.2-009,IEEE 1516-2010,12.2,Restore reporting and conveyance switch state,HLA1516-RULE-12.2-009,hla2010/backends/python/save_restore.py; hla2010/backends/python/mom_actions.py; hla2010/backends/python/mom_reporting.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows service-reporting exception-reporting and conveyance switches are reinstated from the saved federate-local snapshot
HLA1516-RULE-12.2-012,IEEE 1516-2010,12.2,Restore attribute order override state,HLA1516-RULE-12.2-012,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py; hla2010/backends/python/object_delivery.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows per-object per-attribute order override state is reinstated from the saved federate-local snapshot
HLA1516-RULE-12.2-013,IEEE 1516-2010,12.2,Restore interaction order override state,HLA1516-RULE-12.2-013,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_services.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/ddm.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows per-interaction-class order override state is reinstated from the saved federate-local snapshot
HLA1516-RULE-12.2-014,IEEE 1516-2010,12.2,Callback enablement remains runtime policy not restored state,HLA1516-RULE-12.2-014,hla2010/backends/python/save_restore.py; hla2010/backends/python/callbacks.py; hla2010/backends/python/state.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now makes the Clause 12 design decision explicit: callback enablement is not persisted and remains the caller's post-restore runtime policy choice
HLA1516-RULE-12.2-015,IEEE 1516-2010,12.2,Restore attribute transportation override state,HLA1516-RULE-12.2-015,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows per-object per-attribute transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics
HLA1516-RULE-12.2-016,IEEE 1516-2010,12.2,Restore interaction transportation override state,HLA1516-RULE-12.2-016,hla2010/backends/python/save_restore.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/state.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows per-interaction-class transportation override state is reinstated from the saved federate-local snapshot for the currently supported reliable transport semantics
HLA1516-RULE-12.2-010,IEEE 1516-2010,12.2,Discard stale callback queue state on restore,HLA1516-RULE-12.2-010,hla2010/backends/python/save_restore.py; hla2010/backends/python/callbacks.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows pre-restore sentinel callback queue state is discarded and replaced only by post-restore coordination callbacks
HLA1516-RULE-12.2-011,IEEE 1516-2010,12.2,Discard stale message retraction bookkeeping on restore,HLA1516-RULE-12.2-011,hla2010/backends/python/save_restore.py; hla2010/backends/python/time_queue.py; hla2010/backends/python/time_services.py,tests/verification/test_compliance_slice_v011.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Focused restore proof now shows pre-restore receiver retraction maps and sender retractable-message bookkeeping are cleared during restore
HLA1516-RULE-12.3-001,IEEE 1516-2010,12.3,Unknown restore label failure,HLA1516-RULE-12.3-001,hla2010/backends/python/save_restore.py,tests/backends/test_python_backend_federation_extended.py,requirements/2010/hla1516_clause_12_save_restore.csv,mapped,Unknown restore labels are traced explicitly through the source Clause 12 ledger
HLA1516.2-ID-4-001,IEEE 1516.2-2010,4,Object model modules shall contain identification information sufficient to distinguish the module and its provenance,HLA1516.2-ID-4-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-OC-4.2-001,IEEE 1516.2-2010,4.2,Object class structure shall preserve class hierarchy and inheritance relationships,HLA1516.2-OC-4.2-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-OC-4.2-002,IEEE 1516.2-2010,4.2,Object class definitions shall expose declared and inherited attributes consistently through the active catalog,HLA1516.2-OC-4.2-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-IC-4.3-001,IEEE 1516.2-2010,4.3,Interaction class structure shall preserve class hierarchy and inheritance relationships,HLA1516.2-IC-4.3-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-IC-4.3-002,IEEE 1516.2-2010,4.3,Interaction class definitions shall expose declared and inherited parameters consistently through the active catalog,HLA1516.2-IC-4.3-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-ATTR-4.4-001,IEEE 1516.2-2010,4.4,Attribute tables shall preserve attribute names and availability for object class lookup,HLA1516.2-ATTR-4.4-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-PARAM-4.5-001,IEEE 1516.2-2010,4.5,Parameter tables shall preserve parameter names and availability for interaction class lookup,HLA1516.2-PARAM-4.5-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DIM-4.6-001,IEEE 1516.2-2010,4.6,Dimension tables shall preserve routing-space dimension names for active region and DDM use,HLA1516.2-DIM-4.6-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DIM-4.6-002,IEEE 1516.2-2010,4.6,Dimension names shall be unique within the object model,HLA1516.2-DIM-4.6-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DT-4.7-001,IEEE 1516.2-2010,4.7,Time representation tables shall preserve logical time implementation selection from the active model,HLA1516.2-DT-4.7-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SYNC-4.9-001,IEEE 1516.2-2010,4.9,Object models shall support declaration of synchronization points,HLA1516.2-SYNC-4.9-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SYNC-4.9-002,IEEE 1516.2-2010,4.9,Synchronization point names shall be unique within the object model,HLA1516.2-SYNC-4.9-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SYNC-4.9-003,IEEE 1516.2-2010,4.9,Parser shall preserve synchronization point metadata,HLA1516.2-SYNC-4.9-003,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SYNC-4.9-004,IEEE 1516.2-2010,4.9,Validator shall reject duplicate synchronization point definitions,HLA1516.2-SYNC-4.9-004,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SYNC-4.9-005,IEEE 1516.2-2010,4.9,Synchronization definitions shall survive parse/serialize round-trip,HLA1516.2-SYNC-4.9-005,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-001,IEEE 1516.2-2010,4.10,Object models shall define transportation types,HLA1516.2-TRANS-4.10-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-002,IEEE 1516.2-2010,4.10,Transportation type names shall be unique,HLA1516.2-TRANS-4.10-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-003,IEEE 1516.2-2010,4.10,Parser shall preserve declared transportation type names,HLA1516.2-TRANS-4.10-003,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-004,IEEE 1516.2-2010,4.10,Attributes shall reference only valid transportation types,HLA1516.2-TRANS-4.10-004,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-005,IEEE 1516.2-2010,4.10,Interaction classes shall reference only valid transportation types,HLA1516.2-TRANS-4.10-005,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-TRANS-4.10-006,IEEE 1516.2-2010,4.10,Validator shall reject references to undefined transportation types,HLA1516.2-TRANS-4.10-006,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-URATE-4.11-001,IEEE 1516.2-2010,4.11,Object models shall support update rate designators,HLA1516.2-URATE-4.11-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-URATE-4.11-002,IEEE 1516.2-2010,4.11,Update rate designator names shall be unique,HLA1516.2-URATE-4.11-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-URATE-4.11-003,IEEE 1516.2-2010,4.11,Parser shall preserve declared update rate names and values,HLA1516.2-URATE-4.11-003,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-URATE-4.11-004,IEEE 1516.2-2010,4.11,Attributes referencing update rate designators shall reference valid entries,HLA1516.2-URATE-4.11-004,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-URATE-4.11-005,IEEE 1516.2-2010,4.11,Validator shall reject undefined update rate references,HLA1516.2-URATE-4.11-005,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SWITCH-4.12-001,IEEE 1516.2-2010,4.12,Object models shall support declaration of switch metadata,HLA1516.2-SWITCH-4.12-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SWITCH-4.12-002,IEEE 1516.2-2010,4.12,Parser shall preserve declared switch settings,HLA1516.2-SWITCH-4.12-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-SWITCH-4.12-003,IEEE 1516.2-2010,4.12,Validator shall ensure switch references are resolvable,HLA1516.2-SWITCH-4.12-003,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DT-4.13-001,IEEE 1516.2-2010,4.13,Object models shall support datatype table declarations,HLA1516.2-DT-4.13-001,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DT-4.13-002,IEEE 1516.2-2010,4.13,Basic datatype names shall be unique,HLA1516.2-DT-4.13-002,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DT-4.13-003,IEEE 1516.2-2010,4.13,Parser shall preserve endian size encoding and semantics metadata,HLA1516.2-DT-4.13-003,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
HLA1516.2-DT-4.13-004,IEEE 1516.2-2010,4.13,Validator shall reject duplicate datatype definitions,HLA1516.2-DT-4.13-004,hla2010/fom.py,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_2_priority_omt.csv,mapped,Auto-generated 1516.2 traceability row from priority OMT ledger; refine implementation detail as coverage deepens
