packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,source_detail,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.2-XML-SCHEMA-ELEM-0768,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestAttributeValueUpdate; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestAttributeValueUpdate' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0769,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=provideAttributeValueUpdate; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'provideAttributeValueUpdate' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0770,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=turnUpdatesOnForObjectInstance; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'turnUpdatesOnForObjectInstance' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0771,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=turnUpdatesOffForObjectInstance; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'turnUpdatesOffForObjectInstance' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0772,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestAttributeTransportationTypeChange; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestAttributeTransportationTypeChange' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0773,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=confirmAttributeTransportationTypeChange; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'confirmAttributeTransportationTypeChange' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0774,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=queryAttributeTransportationType; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'queryAttributeTransportationType' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0775,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=reportAttributeTransportationType; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'reportAttributeTransportationType' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0776,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestInteractionTransportationTypeChange; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestInteractionTransportationTypeChange' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0777,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=confirmInteractionTransportationTypeChange; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'confirmInteractionTransportationTypeChange' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0778,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=queryInteractionTransportationType; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'queryInteractionTransportationType' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0779,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=reportInteractionTransportationType; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'reportInteractionTransportationType' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0780,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=unconditionalAttributeOwnershipDivestiture; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'unconditionalAttributeOwnershipDivestiture' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0781,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=negotiatedAttributeOwnershipDivestiture; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'negotiatedAttributeOwnershipDivestiture' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0782,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestAttributeOwnershipAssumption; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestAttributeOwnershipAssumption' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0783,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestDivestitureConfirmation; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestDivestitureConfirmation' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0784,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=confirmDivestiture; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'confirmDivestiture' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0785,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=attributeOwnershipAcquisitionNotification; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'attributeOwnershipAcquisitionNotification' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0786,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=attributeOwnershipAcquisition; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'attributeOwnershipAcquisition' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0787,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=attributeOwnershipAcquisitionIfAvailable; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'attributeOwnershipAcquisitionIfAvailable' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0788,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=attributeOwnershipUnavailable; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'attributeOwnershipUnavailable' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0789,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=requestAttributeOwnershipRelease; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'requestAttributeOwnershipRelease' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0790,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=FDD; category=element; name=attributeOwnershipReleaseDenied; type_or_kind=; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'attributeOwnershipReleaseDenied' in the FDD schema with declared type/reference as defined and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
