requirement_id,parent_requirement_id,standard,clause,service_group,service,decomposition_kind,requirement_text,source_type,implementation_area,linked_methods,verification_method,test_id,status,notes
HLA1516.1-FM-4.22-SIG-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,SIG,RTI shall provide the Query Federation Save Status.,seeded-decomposition,save_restore,queryFederationSaveStatus,api surface + service verification,test_query_federation_save_status_rejects_not_connected_and_not_joined,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.22-001.
HLA1516.1-FM-4.22-PRE-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,PRE,"Query Federation Save Status shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.22.",seeded-decomposition,save_restore,queryFederationSaveStatus,negative service test,test_query_federation_save_status_rejects_not_connected_and_not_joined,mapped,Generated precondition slice for clause 4.22 based on the existing engineering seed row.
HLA1516.1-FM-4.22-EFF-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,EFF,Successful Query Federation Save Status processing shall return federation save status pairs that reflect completed or cleared no-save-in-progress outcomes.,seeded-decomposition,save_restore,queryFederationSaveStatus,stateful integration test,test_synchronization_points_and_save_status_callbacks;test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Direct save-status response witnesses now prove queryFederationSaveStatus reports no-save-in-progress after successful save completion unsuccessful save completion and aborted-save cleanup.
HLA1516.1-FM-4.22-CB-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,CB,"Query Federation Save Status shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,queryFederationSaveStatus,callback and integration test,test_query_federation_save_status_rejects_not_connected_and_not_joined,mapped,Generated callback-delivery slice for clause 4.22 tied to the current callback evidence.
HLA1516.1-FM-4.22-EXC-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,EXC,Query Federation Save Status shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,queryFederationSaveStatus,negative exception matrix,test_query_federation_save_status_rejects_not_connected_and_not_joined,mapped,Generated failure-category slice for clause 4.22 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.22-MOM-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,MOM,"Query Federation Save Status effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,queryFederationSaveStatus,observer verification slice,test_synchronization_points_and_save_status_callbacks;test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Save-status queries are now directly asserted across successful failed and aborted save paths as observer-facing status evidence.
HLA1516.1-FM-4.22-TEST-001,HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,Query Federation Save Status,TEST,"Query Federation Save Status shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,queryFederationSaveStatus,test plan + backend matrix placeholder,test_query_federation_save_status_rejects_not_connected_and_not_joined;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.23-SIG-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,SIG,RTI shall deliver the federation save status through Federation Save Status Response.,seeded-decomposition,save_restore,federationSaveStatusResponse,callback surface verification,test_synchronization_points_and_save_status_callbacks,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.23-001.
HLA1516.1-FM-4.23-PRE-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,PRE,The Federation Save Status Response requirement shall apply only when the synchronization or save/restore preconditions for clause 4.23 are satisfied.,seeded-decomposition,save_restore,federationSaveStatusResponse,callback trigger test,test_synchronization_points_and_save_status_callbacks,mapped,Generated precondition slice for clause 4.23 based on the existing engineering seed row.
HLA1516.1-FM-4.23-EFF-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,EFF,The Federation Save Status Response callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,federationSaveStatusResponse,callback and integration test,test_synchronization_points_and_save_status_callbacks;test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Save-status response callbacks are now asserted across success failure and abort paths including the transition back to NO_SAVE_IN_PROGRESS.
HLA1516.1-FM-4.23-CB-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,CB,The Federation Save Status Response callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,federationSaveStatusResponse,callback and integration test,test_synchronization_points_and_save_status_callbacks,mapped,Generated callback-delivery slice for clause 4.23 tied to the current callback evidence.
HLA1516.1-FM-4.23-EXC-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,EXC,Federation Save Status Response shall return structured per-federate save-status pairs for the current save lifecycle instead of collapsing save completion into an unlabeled generic acknowledgement.,seeded-decomposition,save_restore,federationSaveStatusResponse,callback outcome matrix,test_synchronization_points_and_save_status_callbacks;test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Direct save status witnesses now prove federationSaveStatusResponse returns per-federate status pairs and reports the no-save-in-progress state after successful failed and aborted save outcomes.
HLA1516.1-FM-4.23-MOM-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,MOM,"Federation Save Status Response effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federationSaveStatusResponse,observer verification slice,test_synchronization_points_and_save_status_callbacks;test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Federation save status response is now directly exercised as observer-facing reporting across successful failed and aborted save flows.
HLA1516.1-FM-4.23-TEST-001,HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,Federation Save Status Response,TEST,"Federation Save Status Response shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federationSaveStatusResponse,test plan + backend matrix placeholder,test_synchronization_points_and_save_status_callbacks;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.24-SIG-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,SIG,RTI shall provide the Request Federation Restore.,seeded-decomposition,save_restore,requestFederationRestore,api surface + service verification,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.24-001.
HLA1516.1-FM-4.24-PRE-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,PRE,"Request Federation Restore shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.24.",seeded-decomposition,save_restore,requestFederationRestore,negative service test,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress,mapped,Generated precondition slice for clause 4.24 based on the existing engineering seed row.
HLA1516.1-FM-4.24-EFF-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,EFF,Successful Request Federation Restore processing shall update federation synchronization or save/restore state consistently for the participating federates.,seeded-decomposition,save_restore,requestFederationRestore,stateful integration test,test_restore_reinstates_saved_object_values_names_and_ownership_state;test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state;test_restore_reinstates_saved_federate_policy_reporting_and_conveyance_switches;test_restore_reinstates_saved_attribute_and_interaction_order_overrides;test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides,mapped,Clause 4.24 is now tied directly to the Clause 12 restore-state proofs for object ownership runtime policy reporting order override and transportation override reinstatement.
HLA1516.1-FM-4.24-CB-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,CB,"Request Federation Restore shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,requestFederationRestore,callback and integration test,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress,mapped,Generated callback-delivery slice for clause 4.24 tied to the current callback evidence.
HLA1516.1-FM-4.24-EXC-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,EXC,Request Federation Restore shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,requestFederationRestore,negative exception matrix,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress,mapped,Generated failure-category slice for clause 4.24 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.24-MOM-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,MOM,"Request Federation Restore effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,requestFederationRestore,observer verification slice,test_save_restore_keeps_mom_summary_coherent_for_joined_federates,mapped,Directly asserts save/restore lifecycle leaves MOM observer state coherent for the joined federates.
HLA1516.1-FM-4.24-TEST-001,HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,Request Federation Restore,TEST,"Request Federation Restore shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,requestFederationRestore,test plan + backend matrix placeholder,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.25-SIG-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,SIG,RTI shall deliver the federation restoration request success or failure.,seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,callback surface verification,test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.25-001.
HLA1516.1-FM-4.25-PRE-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,PRE,The Request Federation Restore confirmation requirement shall apply only when the synchronization or save/restore preconditions for clause 4.25 are satisfied.,seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,callback trigger test,test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Generated precondition slice for clause 4.25 based on the existing engineering seed row.
HLA1516.1-FM-4.25-EFF-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,EFF,The Request Federation Restore confirmation callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,callback and integration test,test_request_federation_restore_failed_is_reported_for_unknown_save_label;test_restore_status_response_and_failure_callback_paths,mapped,Clause 4.25 now ties the restore-request confirmation callbacks directly to the focused restore status and unknown-label failure proofs that anchor Clause 12 entry behavior.
HLA1516.1-FM-4.25-CB-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,CB,The Request Federation Restore confirmation callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,callback and integration test,test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped,Generated callback-delivery slice for clause 4.25 tied to the current callback evidence.
HLA1516.1-FM-4.25-EXC-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,EXC,Request Federation Restore confirmation shall distinguish missing-save-label failure from successful restore-request acceptance by using failed versus succeeded callbacks and by suppressing restore-status state on the failed path.,seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,callback outcome matrix,test_request_federation_restore_failed_is_reported_for_unknown_save_label;test_restore_status_response_and_failure_callback_paths,mapped,Direct restore-request witnesses now prove missing-save requests emit requestFederationRestoreFailed without restore-status state while valid saved labels emit requestFederationRestoreSucceeded and start restore processing.
HLA1516.1-FM-4.25-MOM-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,MOM,"Request Federation Restore confirmation effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary stays idle for missing-save failures and exposes restore_label plus pending statuses for successful restore requests.
HLA1516.1-FM-4.25-TEST-001,HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,Request Federation Restore confirmation,TEST,"Request Federation Restore confirmation shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,requestFederationRestoreFailed;requestFederationRestoreSucceeded,test plan + backend matrix placeholder,test_request_federation_restore_failed_is_reported_for_unknown_save_label;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.26-SIG-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,SIG,RTI shall deliver the when federation restore has begun.,seeded-decomposition,save_restore,federationRestoreBegun,callback surface verification,test_restore_status_response_and_failure_callback_paths,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.26-001.
HLA1516.1-FM-4.26-PRE-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,PRE,The Federation Restore Begun requirement shall apply only when the synchronization or save/restore preconditions for clause 4.26 are satisfied.,seeded-decomposition,save_restore,federationRestoreBegun,callback trigger test,test_restore_status_response_and_failure_callback_paths,mapped,Generated precondition slice for clause 4.26 based on the existing engineering seed row.
HLA1516.1-FM-4.26-EFF-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,EFF,The Federation Restore Begun callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,federationRestoreBegun,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Clause 4.26 now ties restore-begun delivery directly to the focused restore-status proof that marks the transition into the Clause 12 restore sequence.
HLA1516.1-FM-4.26-CB-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,CB,The Federation Restore Begun callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,federationRestoreBegun,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Generated callback-delivery slice for clause 4.26 tied to the current callback evidence.
HLA1516.1-FM-4.26-EXC-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,EXC,Federation Restore Begun shall remain a distinct restore-start callback with no payload rather than collapsing into either the restore-status-response or initiate-federate-restore callbacks.,seeded-decomposition,save_restore,federationRestoreBegun,callback outcome matrix,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct restore lifecycle witness now proves federationRestoreBegun is emitted as its own no-argument callback alongside but distinct from the later restore status response and initiateFederateRestore callbacks.
HLA1516.1-FM-4.26-MOM-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,MOM,"Federation Restore Begun effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federationRestoreBegun,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Restore-begun callbacks align with observer-visible restore_label and pending restore statuses in the summary.
HLA1516.1-FM-4.26-TEST-001,HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,Federation Restore Begun,TEST,"Federation Restore Begun shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federationRestoreBegun,test plan + backend matrix placeholder,test_restore_status_response_and_failure_callback_paths;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.27-SIG-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,SIG,RTI shall deliver the each participating federate to initiate restore.,seeded-decomposition,save_restore,initiateFederateRestore,callback surface verification,test_restore_status_response_and_failure_callback_paths,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.27-001.
HLA1516.1-FM-4.27-PRE-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,PRE,The Initiate Federate Restore requirement shall apply only when the synchronization or save/restore preconditions for clause 4.27 are satisfied.,seeded-decomposition,save_restore,initiateFederateRestore,callback trigger test,test_restore_status_response_and_failure_callback_paths,mapped,Generated precondition slice for clause 4.27 based on the existing engineering seed row.
HLA1516.1-FM-4.27-EFF-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,EFF,The Initiate Federate Restore callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,initiateFederateRestore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Clause 4.27 now ties initiate-restore delivery directly to the focused restore-status proof that begins the Clause 12 per-federate restore work.
HLA1516.1-FM-4.27-CB-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,CB,The Initiate Federate Restore callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,initiateFederateRestore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Generated callback-delivery slice for clause 4.27 tied to the current callback evidence.
HLA1516.1-FM-4.27-EXC-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,EXC,Initiate Federate Restore shall remain a distinct targeted restore callback that carries the save label federate name and pre-restore handle instead of collapsing into the restore-begun or status-response callbacks.,seeded-decomposition,save_restore,initiateFederateRestore,callback outcome matrix,test_restore_status_response_and_failure_callback_paths;test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct restore lifecycle witnesses now prove initiateFederateRestore is a separate targeted callback carrying the save label federate name and pre-restore handle while federationRestoreBegun and federationRestoreStatusResponse remain separate callback surfaces.
HLA1516.1-FM-4.27-MOM-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,MOM,"Initiate Federate Restore effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,initiateFederateRestore,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,The initiate restore callback is paired with observer-visible pending restore state for the joined federates.
HLA1516.1-FM-4.27-TEST-001,HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,Initiate Federate Restore,TEST,"Initiate Federate Restore shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,initiateFederateRestore,test plan + backend matrix placeholder,test_restore_status_response_and_failure_callback_paths;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.28-SIG-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,SIG,RTI shall provide the Federate Restore Complete and Federate Restore Not Complete.,seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,api surface + service verification,test_federate_restore_complete_and_not_complete_reject_missing_restore,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.28-001.
HLA1516.1-FM-4.28-PRE-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,PRE,"Federate Restore Complete and Federate Restore Not Complete shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.28.",seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,negative service test,test_federate_restore_complete_and_not_complete_reject_missing_restore,mapped,Generated precondition slice for clause 4.28 based on the existing engineering seed row.
HLA1516.1-FM-4.28-EFF-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,EFF,Successful Federate Restore Complete and Federate Restore Not Complete processing shall update federation synchronization or save/restore state consistently for the participating federates.,seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,stateful integration test,test_restore_reinstates_saved_object_values_names_and_ownership_state;test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state;test_restore_reinstates_saved_federate_policy_reporting_and_conveyance_switches;test_restore_reinstates_saved_attribute_and_interaction_order_overrides;test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides;test_restore_discards_pre_restore_callback_queue_and_retraction_bookkeeping,mapped,Clause 4.28 now ties restore completion directly to the Clause 12 reinstatement proofs for persistent object runtime policy ordering transportation and transient cleanup state.
HLA1516.1-FM-4.28-CB-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,CB,"Federate Restore Complete and Federate Restore Not Complete shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,callback and integration test,test_federate_restore_complete_and_not_complete_reject_missing_restore,mapped,Generated callback-delivery slice for clause 4.28 tied to the current callback evidence.
HLA1516.1-FM-4.28-EXC-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,EXC,Federate Restore Complete and Federate Restore Not Complete shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,negative exception matrix,test_federate_restore_complete_and_not_complete_reject_missing_restore,mapped,Generated failure-category slice for clause 4.28 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.28-MOM-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,MOM,"Federate Restore Complete and Federate Restore Not Complete effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary shows waiting-for-federation-to-restore and the subsequent cleared state once restore aborts or fails.
HLA1516.1-FM-4.28-TEST-001,HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,Federate Restore Complete and Federate Restore Not Complete,TEST,"Federate Restore Complete and Federate Restore Not Complete shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federateRestoreComplete;federateRestoreNotComplete,test plan + backend matrix placeholder,test_federate_restore_complete_and_not_complete_reject_missing_restore;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.29-SIG-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,SIG,RTI shall deliver the Federation Restored or Federation Not Restored according to restore outcome.,seeded-decomposition,save_restore,federationRestored;federationNotRestored,callback surface verification,test_restore_status_response_and_failure_callback_paths,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.29-001.
HLA1516.1-FM-4.29-PRE-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,PRE,The Federation Restored and Federation Not Restored requirement shall apply only when the synchronization or save/restore preconditions for clause 4.29 are satisfied.,seeded-decomposition,save_restore,federationRestored;federationNotRestored,callback trigger test,test_restore_status_response_and_failure_callback_paths,mapped,Generated precondition slice for clause 4.29 based on the existing engineering seed row.
HLA1516.1-FM-4.29-EFF-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,EFF,The Federation Restored and Federation Not Restored callback shall expose the resulting federation synchronization or save/restore state transition to the affected federates.,seeded-decomposition,save_restore,federationRestored;federationNotRestored,callback and integration test,test_restore_status_response_and_failure_callback_paths;test_restore_reinstates_saved_object_values_names_and_ownership_state;test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state,mapped,Clause 4.29 now ties the final restored outcome callback directly to the focused Clause 12 object and runtime-state reinstatement proofs.
HLA1516.1-FM-4.29-CB-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,CB,The Federation Restored and Federation Not Restored callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,federationRestored;federationNotRestored,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped,Generated callback-delivery slice for clause 4.29 tied to the current callback evidence.
HLA1516.1-FM-4.29-EXC-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,EXC,Federation Restored and Federation Not Restored shall distinguish restore-failure outcomes such as federate-reported failure and restore-aborted through distinct failure reasons in the federationNotRestored callback.,seeded-decomposition,save_restore,federationRestored;federationNotRestored,callback outcome matrix,test_restore_status_response_and_failure_callback_paths;test_abort_federation_restore_reports_aborted_and_clears_status,mapped,Direct restore outcome witnesses now prove federationNotRestored reports FEDERATE_REPORTED_FAILURE_DURING_RESTORE and RESTORE_ABORTED as distinct failure reasons rather than a single generic restore failure.
HLA1516.1-FM-4.29-MOM-001,HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,Federation Restored and Federation Not Restored,MOM,"Federation Restored and Federation Not Restored effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federationRestored;federationNotRestored,observer verification slice,test_save_restore_keeps_mom_summary_coherent_for_joined_federates,mapped,Directly asserts save/restore lifecycle leaves MOM observer state coherent for the joined federates.
