master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-CPP-10_16-GETINTERACTIONCLASSNAME-113,IEEE 1516.1-2010,10.16,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-SUP-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-SUP-10_16-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET-INTERACTION-CLASS-NAME-SERVICE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti.support_services.get_interaction_class_name,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-ARG-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,ARG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service argument row is aligned to the existing Clause 10 argument-validation slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-EFF-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,EFF,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service effect row is aligned to the existing Clause 10 effect slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-EXC-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,EXC,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-MOM-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,MOM,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/mom/service_reporting,This imported support-service MOM row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-PRE-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,PRE,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service precondition row is aligned to the existing Clause 10 precondition slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-SIG-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-SVC-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-GETINTERACTIONCLASSNAME-TEST-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-GET_INTERACTION_CLASS_NAME,TEST,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,tests/conformance,"This imported support-service verification row is aligned to the existing Clause 10 test-evidence slice. Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_16-RTIAPI-001,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-getInteractionClassName,RTI_API,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getInteractionClassName,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-RTIAPI-001-EXC,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-getInteractionClassName,EXC_API,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getInteractionClassName,"This imported API-exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_16-RTIAPI-001-MOM,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-getInteractionClassName,MOM_TRACE,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mom.service_reporting,This imported MOM-trace row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-RTIAPI-001-RET,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-getInteractionClassName,RET,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getInteractionClassName,This imported return-value row is aligned to the existing Clause 10 effect/lookup-result slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_16-RTIAPI-001-SIG,IEEE 1516.1-2010,10.16,CAP-SUP,SUP-getInteractionClassName,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.7-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getInteractionClassName,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-CPP-10_17-GETPARAMETERHANDLE-114,IEEE 1516.1-2010,10.17,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-SUP-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-SUP-10_17-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET-PARAMETER-HANDLE-SERVICE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti.support_services.get_parameter_handle,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-ARG-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,ARG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service argument row is aligned to the existing Clause 10 argument-validation slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-EFF-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,EFF,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service effect row is aligned to the existing Clause 10 effect slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-EXC-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,EXC,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-MOM-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,MOM,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/mom/service_reporting,This imported support-service MOM row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-PRE-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,PRE,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service precondition row is aligned to the existing Clause 10 precondition slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-SIG-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-SVC-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-GETPARAMETERHANDLE-TEST-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-GET_PARAMETER_HANDLE,TEST,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,tests/conformance,"This imported support-service verification row is aligned to the existing Clause 10 test-evidence slice. Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_17-RTIAPI-001,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-getParameterHandle,RTI_API,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterHandle,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-RTIAPI-001-EXC,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-getParameterHandle,EXC_API,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterHandle,"This imported API-exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_17-RTIAPI-001-MOM,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-getParameterHandle,MOM_TRACE,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mom.service_reporting,This imported MOM-trace row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-RTIAPI-001-RET,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-getParameterHandle,RET,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterHandle,This imported return-value row is aligned to the existing Clause 10 effect/lookup-result slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_17-RTIAPI-001-SIG,IEEE 1516.1-2010,10.17,CAP-SUP,SUP-getParameterHandle,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.8-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,support_services.getParameterHandle,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-CPP-10_18-GETPARAMETERNAME-115,IEEE 1516.1-2010,10.18,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-SUP-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-SUP-10_18-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET-PARAMETER-NAME-SERVICE,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti.support_services.get_parameter_name,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-GETPARAMETERNAME-ARG-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,ARG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service argument row is aligned to the existing Clause 10 argument-validation slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-GETPARAMETERNAME-EFF-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,EFF,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service effect row is aligned to the existing Clause 10 effect slice. Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-GETPARAMETERNAME-EXC-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,EXC,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service exception row is aligned to the existing Clause 10 exception slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_18-GETPARAMETERNAME-MOM-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,MOM,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/mom/service_reporting,This imported support-service MOM row is aligned to the existing Clause 10 MOM service-reporting slice. Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-GETPARAMETERNAME-PRE-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,PRE,partial,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,"This imported support-service precondition row is aligned to the existing Clause 10 precondition slice. Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_18-GETPARAMETERNAME-SIG-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,SIG,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported API-surface row is aligned to the existing Clause 10 signature slice. Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_18-GETPARAMETERNAME-SVC-001,IEEE 1516.1-2010,10.18,CAP-SUP,SUP-GET_PARAMETER_NAME,SVC,mapped,hla1516_1_sup_detailed_reconciliation.csv,HLA1516.1-SUP-10.9-001;HLA1516.1-SUP-10.1-001,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,rti/support_services,This imported support-service row is aligned to the existing Clause 10 service-family requirement. Current repo-native support-service tests directly exercise this packet slice.
