edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2010,REQ-FED-OM-6_9-discoverObjectInstance,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object Management,Discover Object Instance service,,,Discover Object Instance service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_exchange_matrix; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_class_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_turn_updates_advisory_callbacks_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_scope_advisories_only_to_overlapping_subscribers_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_exchange_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_discovery_class_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,REQ-FED-OM-6_9-getProducingFederate,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object Management,Discover Object Instance service,,,Discover Object Instance service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_metadata_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_decoder_preserves_direct_callback_context_details; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,REQ-FED-OM-6_9-getSentRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object Management,Discover Object Instance service,,,Discover Object Instance service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_metadata_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_decoder_preserves_direct_callback_context_details; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,REQ-FED-OM-6_9-hasProducingFederate,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object Management,Discover Object Instance service,,,Discover Object Instance service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_metadata_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_decoder_preserves_direct_callback_context_details; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,REQ-FED-OM-6_9-hasSentRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §6.9,,IEEE 1516.1-2010 (2010 edition),Object Management,Discover Object Instance service,,,Discover Object Instance service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_discovery_metadata_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_decoder_preserves_direct_callback_context_details; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:object-management
2010,REQ-FED-OWN-7_10-attributeOwnershipUnavailable,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.10,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Attribute Ownership Unavailable service,,,Attribute Ownership Unavailable service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_unavailable_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_unavailable_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_11-requestAttributeOwnershipRelease,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.11,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Request Attribute Ownership Release service,,,Request Attribute Ownership Release service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_release_request_ownership_matrix; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_inflight_ownership_state_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_release_request_owned_attribute_probe; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_16-confirmAttributeOwnershipAcquisitionCancellation,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.16,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Confirm Attribute Ownership Acquisition Cancellation service,,,Confirm Attribute Ownership Acquisition Cancellation service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_inflight_ownership_state_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_18-attributeIsNotOwned,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.18,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Inform Attribute Ownership service,,,Inform Attribute Ownership service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_ownership_query_callbacks_only_to_requester_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_clears_offered_ownership_state_when_owner_disconnects_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_18-attributeIsOwnedByRTI,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.18,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Inform Attribute Ownership service,,,Inform Attribute Ownership service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_decodes_extended_callback_routes_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_18-informAttributeOwnership,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.18,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Inform Attribute Ownership service,,,Inform Attribute Ownership service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_attribute_ownership_query_callback_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_attribute_ownership_query_callbacks_only_to_requester_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_attribute_ownership_query_callback_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_4-requestAttributeOwnershipAssumption,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.4,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Request Attribute Ownership Assumption service,,,Request Attribute Ownership Assumption service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_negotiated_divesting_offer_probe_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_clears_offered_ownership_state_when_owner_disconnects_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_negotiated_divesting_offer_probe; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_5-requestDivestitureConfirmation,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.5,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Request Divestiture Confirmation service,,,Request Divestiture Confirmation service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_negotiated_divesting_offer_probe_matrix; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_inflight_ownership_state_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_negotiated_divesting_offer_probe; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-OWN-7_7-attributeOwnershipAcquisitionNotification,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §7.7,,IEEE 1516.1-2010 (2010 edition),Ownership Management,Attribute Ownership Acquisition Notification service,,,Attribute Ownership Acquisition Notification service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_ownership_matrix; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_release_request_ownership_matrix; tests/scenarios/test_ownership_management_backend_matrix.py::test_python_backend_negotiated_ownership_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_negotiated_ownership_flow_over_fedpro_schema; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_restore_recovers_inflight_ownership_state_over_fedpro_schema; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ownership_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_release_request_owned_attribute_probe; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_negotiated_ownership_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:ownership-management
2010,REQ-FED-TM-8_13-timeAdvanceGrant,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §8.13,,IEEE 1516.1-2010 (2010 edition),Time Management,Time Advance Grant service,,,Time Advance Grant service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_ordering_and_queries; tests/verification/test_spec_traceability_and_extended_python_rti.py; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_future_exclusion; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_time_window_future_exclusion_matrix; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_future_exclusion_scenario_over_fedpro_route; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_runs_shared_time_window_gauntlet_scenario_over_fedpro_route; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:time-management
2010,REQ-FED-TM-8_22-requestRetraction,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §8.22,,IEEE 1516.1-2010 (2010 edition),Time Management,Request Retraction service,,,Request Retraction service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_request_retraction_callback; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_decodes_request_retraction_callback_over_fedpro_schema; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:time-management
2010,REQ-FED-TM-8_3-timeRegulationEnabled,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §8.3,,IEEE 1516.1-2010 (2010 edition),Time Management,Time Regulation Enabled service,,,Time Regulation Enabled service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_state_services; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_mom_time_enable_callbacks_only_to_named_federate_over_fedpro_schema; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:time-management
2010,REQ-FED-TM-8_6-timeConstrainedEnabled,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §8.6,,IEEE 1516.1-2010 (2010 edition),Time Management,Time Constrained Enabled service,,,Time Constrained Enabled service,,service-requirement,,pass,,,,,RecordingFederateAmbassador callback + snake_case alias; hla2010/ambassadors.py; tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_state_services; tests/transport/test_grpc_transport_2025.py::test_2025_transport_server_routes_mom_time_enable_callbacks_only_to_named_federate_over_fedpro_schema; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:time-management
2010,REQ-RTI-DDM-9_10-subscribeInteractionClassPassivelyWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.10,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Subscribe Interaction Class With Regions service,,,Subscribe Interaction Class With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_subscribeInteractionClassPassivelyWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_10-subscribeInteractionClassWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.10,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Subscribe Interaction Class With Regions service,,,Subscribe Interaction Class With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_subscribeInteractionClassWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_11-unsubscribeInteractionClassWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.11,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Unsubscribe Interaction Class With Regions service,,,Unsubscribe Interaction Class With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_unsubscribeInteractionClassWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_12-sendInteractionWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.12,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Send Interaction With Regions service,,,Send Interaction With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_sendInteractionWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_matrix; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_13-requestAttributeValueUpdateWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.13,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Request Attribute Value Update With Regions service,,,Request Attribute Value Update With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_requestAttributeValueUpdateWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_2-createRegion,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.2,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Create Region service,,,Create Region service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_createRegion; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_3-commitRegionModifications,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.3,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Commit Region Modifications service,,,Commit Region Modifications service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_commitRegionModifications; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_4-deleteRegion,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.4,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Delete Region service,,,Delete Region service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_deleteRegion; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_5-registerObjectInstanceWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.5,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Register Object Instance With Regions service,,,Register Object Instance With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_registerObjectInstanceWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_6-associateRegionsForUpdates,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.6,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Associate Regions For Updates service,,,Associate Regions For Updates service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_associateRegionsForUpdates; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_7-unassociateRegionsForUpdates,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.7,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Unassociate Regions For Updates service,,,Unassociate Regions For Updates service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_unassociateRegionsForUpdates; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_8-subscribeObjectClassAttributesPassivelyWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.8,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Subscribe Object Class Attributes With Regions service,,,Subscribe Object Class Attributes With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_subscribeObjectClassAttributesPassivelyWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_passive_region_subscription_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_passive_region_subscription_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_8-subscribeObjectClassAttributesWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.8,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Subscribe Object Class Attributes With Regions service,,,Subscribe Object Class Attributes With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_subscribeObjectClassAttributesWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
2010,REQ-RTI-DDM-9_9-unsubscribeObjectClassAttributesWithRegions,IEEE 1516.1-2010 (2010 edition),1516.1-2010 (2010 edition) §9.9,,IEEE 1516.1-2010 (2010 edition),Data Distribution Management,Unsubscribe Object Class Attributes With Regions service,,,Unsubscribe Object Class Attributes With Regions service,,service-requirement,,pass,,,,,hla.backends.python1516e.backend.PythonRTIBackend._svc_unsubscribeObjectClassAttributesWithRegions; packages/hla-backend-python1516e/src/hla.backends.python1516e/backend.py; tests/scenarios/test_ddm_backend_matrix.py; tests/scenarios/test_ddm_backend_matrix.py::test_python_backend_ddm_object_region_lifecycle_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_ddm_object_region_lifecycle_matrix; analysis/compliance/service_conformance.json,,,,document:ieee-1516-1-2010-2010-edition; service-group:data-distribution-management
