packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-SIG-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `subscribeObjectClassAttributes` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-SIG-002,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `subscribeObjectClassAttributes` overload 2 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-SVC-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SVC,The RTI shall provide the Subscribe Object Class Attributes service through the `subscribeObjectClassAttributes` operation.,unit + integration + API conformance tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct subscribe-object-class-attributes service coverage exists.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-TEST-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `subscribeObjectClassAttributes`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_declaration_services_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend.py::test_two_python_federates_share_in_memory_rti,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-ARG-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `subscribeObjectClassAttributesPassively` overload 1 arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class and attribute handles are rejected on the subscribe-object-class-attributes path.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-ARG-002,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `subscribeObjectClassAttributesPassively` overload 2 arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class and attribute handles are rejected on the subscribe-object-class-attributes path.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-EFF-001,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EFF,"The RTI shall record the subscribing federate's object-class attribute interest and use it when determining object discovery, attribute reflection, relevance advisory, and MOM subscription-reporting behavior.",state-transition integration tests,test_two_python_federates_share_in_memory_rti,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-EXC-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EXC,"The RTI shall raise the standard exceptions exposed by `subscribeObjectClassAttributesPassively` when the corresponding error conditions occur: AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError, InvalidUpdateRateDesignator.",exception matrix tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Common guards are exercised, but passive and full exception-surface variants remain broader in the packet."
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-MOM-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `subscribeObjectClassAttributesPassively` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,rti/mom/service_reporting,hla_1516_requirements_master_v1_0.csv,Direct MOM observer proof now shows the active subscribe-object-class-attributes invocation is emitted through `HLAreportServiceInvocation`.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-PRE-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,PRE,"The RTI shall validate all standard preconditions for `subscribeObjectClassAttributesPassively`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current tests cover shared declaration-service guards but not every packet-listed precondition.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-SIG-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `subscribeObjectClassAttributesPassively` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-SIG-002,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `subscribeObjectClassAttributesPassively` overload 2 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-SVC-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SVC,The RTI shall provide the Subscribe Object Class Attributes service through the `subscribeObjectClassAttributesPassively` operation.,unit + integration + API conformance tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct subscribe-object-class-attributes service coverage exists.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTESPASSIVELY-TEST-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `subscribeObjectClassAttributesPassively`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_declaration_services_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend.py::test_two_python_federates_share_in_memory_rti,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_7-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-SERV,seed,RTI shall provide the Unsubscribe Object Class Attributes service.,unit + federate integration test,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti.declaration_management.unsubscribe_object_class_attributes,hla_1516_requirements_master_v1_0.csv,This imported declaration service seed row is aligned to the current Clause 5 service bridge for the same clause.
HLA1516.1-DM-5_7-RTIAPI-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClass,RTI_API,RTI shall expose RTIambassador method `unsubscribeObjectClass` for the Unsubscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unsubscribeObjectClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_7-RTIAPI-001-DUP02,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClassAttributes,RTI_API,RTI shall expose RTIambassador method `unsubscribeObjectClassAttributes` for the Unsubscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unsubscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_7-RTIAPI-001-EFF,HLA1516.1-DM-5.7-002,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClass,EFF,"`unsubscribeObjectClass` shall apply the state, routing, advisory, or lifecycle effects specified for the Unsubscribe Object Class Attributes service.",state/effect integration test,test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,declaration_management.unsubscribeObjectClass,hla_1516_requirements_master_v1_0.csv,Current proof shows later reflections are blocked after unsubscribe.
HLA1516.1-DM-5_7-RTIAPI-001-EFF-DUP02,HLA1516.1-DM-5.7-002,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClassAttributes,EFF,"`unsubscribeObjectClassAttributes` shall apply the state, routing, advisory, or lifecycle effects specified for the Unsubscribe Object Class Attributes service.",state/effect integration test,test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,declaration_management.unsubscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Current proof shows later reflections are blocked after unsubscribe.
HLA1516.1-DM-5_7-RTIAPI-001-EXC,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClass,EXC_API,`unsubscribeObjectClass` shall define and surface applicable exception conditions: ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.unsubscribeObjectClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_7-RTIAPI-001-EXC-DUP02,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClassAttributes,EXC_API,`unsubscribeObjectClassAttributes` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.unsubscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_7-RTIAPI-001-MOM,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClass,MOM_TRACE,"When MOM service reporting is enabled, invocation of `unsubscribeObjectClass` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_7-RTIAPI-001-MOM-DUP02,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClassAttributes,MOM_TRACE,"When MOM service reporting is enabled, invocation of `unsubscribeObjectClassAttributes` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_7-RTIAPI-001-SIG,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClass,SIG,`unsubscribeObjectClass` shall use return type `void` and supplied arguments: ObjectClassHandle theClass.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unsubscribeObjectClass,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_7-RTIAPI-001-SIG-DUP02,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-unsubscribeObjectClassAttributes,SIG,`unsubscribeObjectClassAttributes` shall use return type `void` and supplied arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unsubscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-ARG-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `unsubscribeObjectClass` overload 1 arguments: ObjectClassHandle theClass.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class handles are rejected on the unsubscribe-object-class path.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-EFF-001,HLA1516.1-DM-5.7-002,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EFF,"The RTI shall record the subscribing federate's object-class attribute interest and use it when determining object discovery, attribute reflection, relevance advisory, and MOM subscription-reporting behavior.",state-transition integration tests,test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current proof shows later reflections are blocked after unsubscribe.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-EXC-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EXC,"The RTI shall raise the standard exceptions exposed by `unsubscribeObjectClass` when the corresponding error conditions occur: ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Common guards are exercised, but not the full packet exception surface."
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-MOM-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `unsubscribeObjectClass` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,rti/mom/service_reporting,hla_1516_requirements_master_v1_0.csv,Direct MOM observer proof now shows the coarse unsubscribe-object-class invocation is emitted through `HLAreportServiceInvocation`.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-PRE-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,PRE,"The RTI shall validate all standard preconditions for `unsubscribeObjectClass`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current tests cover shared declaration-service guards but not every packet-listed precondition.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-SIG-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `unsubscribeObjectClass` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-SVC-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SVC,The RTI shall provide the Unsubscribe Object Class Attributes service through the `unsubscribeObjectClass` operation.,unit + integration + API conformance tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct unsubscribe-object-class-attributes service coverage exists.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASS-TEST-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `unsubscribeObjectClass`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-ARG-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `unsubscribeObjectClassAttributes` overload 1 arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class handles are rejected on the unsubscribe-object-class path.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-EFF-001,HLA1516.1-DM-5.7-002,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EFF,"The RTI shall record the subscribing federate's object-class attribute interest and use it when determining object discovery, attribute reflection, relevance advisory, and MOM subscription-reporting behavior.",state-transition integration tests,test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current proof shows later reflections are blocked after unsubscribe.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-EXC-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EXC,"The RTI shall raise the standard exceptions exposed by `unsubscribeObjectClassAttributes` when the corresponding error conditions occur: AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Common guards are exercised, but not the full packet exception surface."
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-MOM-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `unsubscribeObjectClassAttributes` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,rti/mom/service_reporting,hla_1516_requirements_master_v1_0.csv,Direct MOM observer proof now shows the coarse unsubscribe-object-class invocation is emitted through `HLAreportServiceInvocation`.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-PRE-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,PRE,"The RTI shall validate all standard preconditions for `unsubscribeObjectClassAttributes`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current tests cover shared declaration-service guards but not every packet-listed precondition.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-SIG-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SIG,The implementation shall expose `unsubscribeObjectClassAttributes` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-SVC-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,SVC,The RTI shall provide the Unsubscribe Object Class Attributes service through the `unsubscribeObjectClassAttributes` operation.,unit + integration + API conformance tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct unsubscribe-object-class-attributes service coverage exists.
HLA1516.1-DM-5_7-UNSUBSCRIBEOBJECTCLASSATTRIBUTES-TEST-001,HLA1516.1-DM-5.7-001,IEEE 1516.1-2010,5.7,DM-UNSUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `unsubscribeObjectClassAttributes`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_unsubscribe_object_class_attributes_removes_interest_in_future_reflections,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_8-001,HLA1516.1-DM-5.8-001,IEEE 1516.1-2010,5.8,DM-SUBSCRIBE-INTERACTION-CLASS-SERVICE,seed,RTI shall provide the Subscribe Interaction Class service.,unit + federate integration test,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti.declaration_management.subscribe_interaction_class,hla_1516_requirements_master_v1_0.csv,This imported declaration service seed row is aligned to the current Clause 5 service bridge for the same clause.
HLA1516.1-DM-5_8-RTIAPI-001,HLA1516.1-DM-5.8-001,IEEE 1516.1-2010,5.8,DM-subscribeInteractionClass,RTI_API,RTI shall expose RTIambassador method `subscribeInteractionClass` for the Subscribe Interaction Class service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_8-RTIAPI-001-DUP02,HLA1516.1-DM-5.8-001,IEEE 1516.1-2010,5.8,DM-subscribeInteractionClassPassively,RTI_API,RTI shall expose RTIambassador method `subscribeInteractionClassPassively` for the Subscribe Interaction Class service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeInteractionClassPassively,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_8-RTIAPI-001-EFF,HLA1516.1-DM-5.8-002,IEEE 1516.1-2010,5.8,DM-subscribeInteractionClass,EFF,"`subscribeInteractionClass` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Interaction Class service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeInteractionClass,hla_1516_requirements_master_v1_0.csv,Current proofs show subscribed interactions are received.
HLA1516.1-DM-5_8-RTIAPI-001-EFF-DUP02,HLA1516.1-DM-5.8-002,IEEE 1516.1-2010,5.8,DM-subscribeInteractionClassPassively,EFF,"`subscribeInteractionClassPassively` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Interaction Class service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeInteractionClassPassively,hla_1516_requirements_master_v1_0.csv,Current proofs show subscribed interactions are received.
HLA1516.1-DM-5_8-RTIAPI-001-EXC,HLA1516.1-DM-5.8-001,IEEE 1516.1-2010,5.8,DM-subscribeInteractionClass,EXC_API,`subscribeInteractionClass` shall define and surface applicable exception conditions: FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_publish_unpublish_unsubscribe_and_interaction_subscription_tail_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.subscribeInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
