surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
OMT XSD element,deleteRegion,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,deleteRemoveTag,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=tagsType; type=tagType,parents=tagsType; type=tagType,Element name and parent/type context are unchanged.
OMT XSD element,description,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=NonEmptyString,parents=modelIdentificationType; type=String,Element exists in both but parent/type metadata differs.
OMT XSD element,destroyFederationExecution,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,dimension,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=attributeType; dimensionsType; interactionClassType; type=ReferenceType,parents=dimensionsType; interactionClassType; objectClassType; type=ReferenceType,Element exists in both but parent/type metadata differs.
OMT XSD element,dimensions,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=attributeType; interactionClassType; objectModelType; type=dimensionsType,parents=interactionClassType; objectClassType; objectModelType; type=dimensionsType,Element exists in both but parent/type metadata differs.
OMT XSD element,directedInteraction,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=objectClassType; type=directedInteractionType,New object-class directed interaction declaration metadata; add schema/parser requirement.
OMT XSD element,disableAsynchronousDelivery,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,disableAttributeRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setAttributeRelevanceAdvisorySwitch/getAttributeRelevanceAdvisorySwitch.
OMT XSD element,disableAttributeScopeAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setAttributeScopeAdvisorySwitch/getAttributeScopeAdvisorySwitch.
OMT XSD element,disableCallbacks,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,disableInteractionRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setInteractionRelevanceAdvisorySwitch/getInteractionRelevanceAdvisorySwitch.
OMT XSD element,disableObjectClassRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setObjectClassRelevanceAdvisorySwitch/getObjectClassRelevanceAdvisorySwitch.
OMT XSD element,disableTimeConstrained,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,disableTimeRegulation,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,disconnect,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,discoverObjectInstance,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,discriminant,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=variantRecordDataType; type=IdentifierType,parents=variantRecordDataType; type=IdentifierType,Element name and parent/type context are unchanged.
OMT XSD element,divestitureCompletionTag,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=tagsType; type=tagType,parents=tagsType; type=tagType,Element name and parent/type context are unchanged.
OMT XSD element,divestitureRequestTag,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=tagsType; type=tagType,parents=tagsType; type=tagType,Element name and parent/type context are unchanged.
OMT XSD element,enableAsynchronousDelivery,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,enableAttributeRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setAttributeRelevanceAdvisorySwitch/getAttributeRelevanceAdvisorySwitch.
OMT XSD element,enableAttributeScopeAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setAttributeScopeAdvisorySwitch/getAttributeScopeAdvisorySwitch.
OMT XSD element,enableCallbacks,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,enableInteractionRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setInteractionRelevanceAdvisorySwitch/getInteractionRelevanceAdvisorySwitch.
OMT XSD element,enableObjectClassRelevanceAdvisorySwitch,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replace boolean enable/disable requirement with 2025 setObjectClassRelevanceAdvisorySwitch/getObjectClassRelevanceAdvisorySwitch.
OMT XSD element,enableTimeConstrained,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,enableTimeRegulation,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,encoding,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=arrayDataType; basicDataType; fixedRecordDataType; variantRecordDataType; type=String; arrayDatatypeEncodingType; fixedRecordEncodingType; variantRecordEncodingType,parents=arrayDataType; basicDataType; fixedRecordDataType; variantRecordDataType; type=String; arrayDataTypeEncodingType; fixedRecordEncodingType; variantRecordEncodingType,Element exists in both but parent/type metadata differs.
OMT XSD element,endian,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=basicDataType; type=endianType,parents=basicDataType; type=endianType,Element name and parent/type context are unchanged.
OMT XSD element,enumeratedData,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=enumeratedDataTypesType; type=,parents=enumeratedDataTypesType; type=,Element name and parent/type context are unchanged.
OMT XSD element,enumeratedDataTypes,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=dataTypesType; type=enumeratedDataTypesType,parents=dataTypesType; type=enumeratedDataTypesType,Element name and parent/type context are unchanged.
OMT XSD element,enumerator,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=enumeratedDataType; variantRecordDataType; type=NonEmptyString,parents=enumeratedDataType; variantRecordDataType; type=String,Element exists in both but parent/type metadata differs.
OMT XSD element,evokeCallback,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,evokeMultipleCallbacks,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,exceptionReporting,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=switchesType; type=switchType,parents=switchesType; type=switchType,Element name and parent/type context are unchanged.
OMT XSD element,federateResigned,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,federateRestoreComplete,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federateSaveBegun,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federateSaveComplete,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationRestoreBegun,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationRestoreStatusResponse,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationRestored,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationSaveStatusResponse,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationSaved,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,federationSynchronized,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,field,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=fixedRecordDataType; type=,parents=fixedRecordDataType; type=,Element name and parent/type context are unchanged.
OMT XSD element,fixedRecordData,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=fixedRecordDataTypesType; type=,parents=fixedRecordDataTypesType; type=,Element name and parent/type context are unchanged.
OMT XSD element,fixedRecordDataTypes,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=dataTypesType; type=fixedRecordDataTypesType,parents=dataTypesType; type=fixedRecordDataTypesType,Element name and parent/type context are unchanged.
OMT XSD element,flushQueueGrant,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,flushQueueRequest,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getAdvisoriesUseKnownClassSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getAllowRelaxedDDMSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getAttributeHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getAttributeName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getAttributeRelevanceAdvisorySwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getAttributeScopeAdvisorySwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getAutoProvideSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getAutomaticResignDirective,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getAvailableDimensionsForClassAttribute,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=serviceUtilizationType; type=,,Replaced by getAvailableDimensionsForObjectClass.
OMT XSD element,getAvailableDimensionsForInteractionClass,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getAvailableDimensionsForObjectClass,Replacement / renamed XML element,Map existing XML requirement,Reuse/migrate existing XML requirement with 2025 element name/semantics,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,Replacement for getAvailableDimensionsForClassAttribute; update DDM support requirement.
OMT XSD element,getConveyRegionDesignatorSetsSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getDelaySubscriptionEvaluationSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getDimensionHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getDimensionHandleSet,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getDimensionName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getDimensionUpperBound,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getExceptionReportingSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getFederateHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getFederateName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getInteractionClassHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getInteractionClassName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getInteractionRelevanceAdvisorySwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getKnownObjectClassHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getNonRegulatedGrantSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getObjectClassHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getObjectClassName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getObjectClassRelevanceAdvisorySwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getObjectInstanceHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getObjectInstanceName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getOrderName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getOrderType,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getParameterHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getParameterName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getRangeBounds,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getSendServiceReportsToFileSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getServiceReportingSwitch,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New switch getter/setter/query surface; update switch-control requirements.
OMT XSD element,getTransportationTypeHandle,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getTransportationTypeName,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getUpdateRateValue,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,getUpdateRateValueForAttribute,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,glyph,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=,parents=modelIdentificationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,identification,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=idReferenceType; type=,parents=idReferenceType; type=,Element name and parent/type context are unchanged.
OMT XSD element,informAttributeOwnership,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,initiateFederateRestore,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,initiateFederateSave,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,inputDataDescription,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=dimensionType; type=String,New dimension metadata; add parser/validation requirement.
OMT XSD element,inputDataTypes,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=dimensionType; type=,New dimension metadata; add parser/validation requirement.
OMT XSD element,interactionClass,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=; type=,parents=; type=,Element name and parent/type context are unchanged.
OMT XSD element,interactionRelevanceAdvisory,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=switchesType; type=switchType,parents=switchesType; type=switchType,Element name and parent/type context are unchanged.
OMT XSD element,interactions,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=objectModelType; type=interactionsType,parents=objectModelType; type=interactionsType,Element name and parent/type context are unchanged.
OMT XSD element,interpretation,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=basicDataType; type=String,parents=basicDataType; type=String,Element name and parent/type context are unchanged.
OMT XSD element,isAttributeOwnedByFederate,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,joinFederationExecution,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,keyword,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=modelIdentificationType; type=keywordType,parents=modelIdentificationType; type=keywordType,Element name and parent/type context are unchanged.
OMT XSD element,keywordValue,Different XML context/type,Modify,Review XML parser/export requirement for type/cardinality/context changes,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=keywordType; type=NonEmptyString,parents=keywordType; type=String,Element exists in both but parent/type metadata differs.
OMT XSD element,label,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=notesType; synchronizationPointType; type=IdentifierType; xs:ID,parents=notesType; synchronizationPointType; type=IdentifierType; xs:ID,Element name and parent/type context are unchanged.
OMT XSD element,listFederationExecutionMembers,New 2025 XML element,Add,Add XML parser/export requirement,XML/OMT,,OMT XSD 2025,,parents=serviceUtilizationType; type=,New 2025 service/callback; add requirement from the new-surface packet.
OMT XSD element,listFederationExecutions,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,localDeleteObjectInstance,Same XML element,Carry forward,Reuse XML parser/export requirement,XML/OMT,OMT XSD 2010,OMT XSD 2025,parents=serviceUtilizationType; type=,parents=serviceUtilizationType; type=,Element name and parent/type context are unchanged.
OMT XSD element,logicalTime,Replacement / renamed XML element,Map existing XML requirement,Reuse/migrate existing XML requirement with 2025 element name/semantics,XML/OMT,,OMT XSD 2025,,parents=timeType; type=,Replacement for timeStamp XML naming; update XML import/export requirements.
OMT XSD element,logicalTimeInterval,Replacement / renamed XML element,Map existing XML requirement,Reuse/migrate existing XML requirement with 2025 element name/semantics,XML/OMT,,OMT XSD 2025,,parents=timeType; type=,Replacement for lookahead XML naming; update XML import/export requirements.
OMT XSD element,lookahead,Removed or renamed XML element,Retire or map,Do not carry forward unchanged; map to replacement if applicable,XML/OMT,OMT XSD 2010,,parents=timeType; type=,,Replaced by logicalTimeInterval XML element naming.
