row_id,surface,service_name,section_ref,service_group,implementation_component,implementation_status,verification_status,positive_evidence,negative_evidence,declared_exceptions,overload_count,languages,gaps,notes
RTI-1516-1-2010-0147,RTIambassador,subscribeObjectClassAttributesPassivelyWithRegions,1516.1-2010 §9.8,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeObjectClassAttributesPassivelyWithRegions,implemented-handler,handler-only-needs-test,,,AttributeNotDefined; FederateNotExecutionMember; InvalidRegion; InvalidRegionContext; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0148,RTIambassador,subscribeObjectClassAttributesWithRegions,1516.1-2010 §9.8,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeObjectClassAttributesWithRegions,implemented-handler,executable-test-evidence,tests mention subscribe_object_class_attributes_with_regions,,AttributeNotDefined; FederateNotExecutionMember; InvalidRegion; InvalidRegionContext; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,3,cpp; java,,
RTI-1516-1-2010-0149,RTIambassador,synchronizationPointAchieved,1516.1-2010 §4.14,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_synchronizationPointAchieved,implemented-handler,executable-test-evidence,tests mention synchronization_point_achieved,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress; SynchronizationPointLabelNotAnnounced,3,cpp; java,,
RTI-1516-1-2010-0150,RTIambassador,timeAdvanceRequest,1516.1-2010 §8.8,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_timeAdvanceRequest,implemented-handler,executable-test-evidence,tests mention timeAdvanceRequest; tests mention time_advance_request,,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0151,RTIambassador,timeAdvanceRequestAvailable,1516.1-2010 §8.9,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_timeAdvanceRequestAvailable,implemented-handler,executable-test-evidence,tests mention time_advance_request_available,,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0152,RTIambassador,unassociateRegionsForUpdates,1516.1-2010 §9.7,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unassociateRegionsForUpdates,implemented-handler,executable-test-evidence,tests mention unassociate_regions_for_updates,,AttributeNotDefined; FederateNotExecutionMember; InvalidRegion; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0153,RTIambassador,unconditionalAttributeOwnershipDivestiture,1516.1-2010 §7.2,Ownership Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unconditionalAttributeOwnershipDivestiture,implemented-handler,executable-test-evidence,tests mention unconditional_attribute_ownership_divestiture,,AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0154,RTIambassador,unpublishInteractionClass,1516.1-2010 §5.5,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unpublishInteractionClass,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0155,RTIambassador,unpublishObjectClass,1516.1-2010 §5.3,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unpublishObjectClass,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; OwnershipAcquisitionPending; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0156,RTIambassador,unpublishObjectClassAttributes,1516.1-2010 §5.3,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unpublishObjectClassAttributes,implemented-handler,scenario-smoke-evidence,,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; OwnershipAcquisitionPending; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0157,RTIambassador,unsubscribeInteractionClass,1516.1-2010 §5.9,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unsubscribeInteractionClass,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0158,RTIambassador,unsubscribeInteractionClassWithRegions,1516.1-2010 §9.11,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unsubscribeInteractionClassWithRegions,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; InteractionClassNotDefined; InvalidRegion; NotConnected; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0159,RTIambassador,unsubscribeObjectClass,1516.1-2010 §5.7,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unsubscribeObjectClass,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0160,RTIambassador,unsubscribeObjectClassAttributes,1516.1-2010 §5.7,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unsubscribeObjectClassAttributes,implemented-handler,scenario-smoke-evidence,,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0161,RTIambassador,unsubscribeObjectClassAttributesWithRegions,1516.1-2010 §9.9,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_unsubscribeObjectClassAttributesWithRegions,implemented-handler,handler-only-needs-test,,,AttributeNotDefined; FederateNotExecutionMember; InvalidRegion; NotConnected; ObjectClassNotDefined; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0162,RTIambassador,updateAttributeValues,1516.1-2010 §6.10,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_updateAttributeValues,implemented-handler,executable-test-evidence,tests mention update_attribute_values,,AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; InvalidLogicalTime; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
MOM-1516-1-2010-0163,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState,1516.1-2010 §11.4.1,Management Object Model / HLAadjust,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0001-hlamodifyattributestate-unexpected-parameter; MOM-NEG-1516-1-2010-0002-hlamodifyattributestate-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0003-hlamodifyattributestate-missing-required-parameter-hlaobjectinstance; MOM-NEG-1516-1-2010-0004-hlamodifyattributestate-missing-required-parameter-hlaattribute; MOM-NEG-1516-1-2010-0005-hlamodifyattributestate-missing-required-parameter-hlaattributestate; MOM-NEG-1516-1-2010-0006-hlamodifyattributestate-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0007-hlamodifyattributestate-bad-handle-encoding-hlaobjectinstance,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLAmodifyAttributeState; parameters=4; required=4
MOM-1516-1-2010-0164,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetExceptionReporting,1516.1-2010 §11.4.1,Management Object Model / HLAadjust,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0008-hlasetexceptionreporting-unexpected-parameter; MOM-NEG-1516-1-2010-0009-hlasetexceptionreporting-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0010-hlasetexceptionreporting-missing-required-parameter-hlareportingstate; MOM-NEG-1516-1-2010-0011-hlasetexceptionreporting-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0012-hlasetexceptionreporting-bad-boolean-encoding-hlareportingstate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLAsetExceptionReporting; parameters=2; required=2
MOM-1516-1-2010-0165,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetServiceReporting,1516.1-2010 §11.4.1,Management Object Model / HLAadjust,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0013-hlasetservicereporting-unexpected-parameter; MOM-NEG-1516-1-2010-0014-hlasetservicereporting-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0015-hlasetservicereporting-missing-required-parameter-hlareportingstate; MOM-NEG-1516-1-2010-0016-hlasetservicereporting-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0017-hlasetservicereporting-bad-boolean-encoding-hlareportingstate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLAsetServiceReporting; parameters=2; required=2
MOM-1516-1-2010-0166,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetSwitches,1516.1-2010 §11.4.1,Management Object Model / HLAadjust,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0018-hlasetswitches-unexpected-parameter; MOM-NEG-1516-1-2010-0019-hlasetswitches-missing-parameter-choice; MOM-NEG-1516-1-2010-0020-hlasetswitches-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0021-hlasetswitches-bad-boolean-encoding-hlaconveyregiondesignatorsets; MOM-NEG-1516-1-2010-0022-hlasetswitches-bad-boolean-encoding-hlaconveyproducingfederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLAsetSwitches; parameters=3; required=0
MOM-1516-1-2010-0167,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetTiming,1516.1-2010 §11.4.1,Management Object Model / HLAadjust,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0023-hlasettiming-unexpected-parameter; MOM-NEG-1516-1-2010-0024-hlasettiming-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0025-hlasettiming-missing-required-parameter-hlareportperiod; MOM-NEG-1516-1-2010-0026-hlasettiming-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0027-hlasettiming-bad-float-encoding-hlareportperiod,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLAsetTiming; parameters=2; required=2
MOM-1516-1-2010-0168,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestFOMmoduleData,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0028-hlarequestfommoduledata-unexpected-parameter; MOM-NEG-1516-1-2010-0029-hlarequestfommoduledata-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0030-hlarequestfommoduledata-missing-required-parameter-hlafommoduleindicator; MOM-NEG-1516-1-2010-0031-hlarequestfommoduledata-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestFOMmoduleData; parameters=2; required=2
MOM-1516-1-2010-0169,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestInteractionsReceived,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0032-hlarequestinteractionsreceived-unexpected-parameter; MOM-NEG-1516-1-2010-0033-hlarequestinteractionsreceived-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0034-hlarequestinteractionsreceived-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestInteractionsReceived; parameters=1; required=1
MOM-1516-1-2010-0170,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestInteractionsSent,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0035-hlarequestinteractionssent-unexpected-parameter; MOM-NEG-1516-1-2010-0036-hlarequestinteractionssent-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0037-hlarequestinteractionssent-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestInteractionsSent; parameters=1; required=1
MOM-1516-1-2010-0171,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstanceInformation,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0038-hlarequestobjectinstanceinformation-unexpected-parameter; MOM-NEG-1516-1-2010-0039-hlarequestobjectinstanceinformation-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0040-hlarequestobjectinstanceinformation-missing-required-parameter-hlaobjectinstance; MOM-NEG-1516-1-2010-0041-hlarequestobjectinstanceinformation-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0042-hlarequestobjectinstanceinformation-bad-handle-encoding-hlaobjectinstance,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestObjectInstanceInformation; parameters=2; required=2
MOM-1516-1-2010-0172,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstancesReflected,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0043-hlarequestobjectinstancesreflected-unexpected-parameter; MOM-NEG-1516-1-2010-0044-hlarequestobjectinstancesreflected-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0045-hlarequestobjectinstancesreflected-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestObjectInstancesReflected; parameters=1; required=1
MOM-1516-1-2010-0173,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstancesThatCanBeDeleted,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0046-hlarequestobjectinstancesthatcanbedeleted-unexpected-parameter; MOM-NEG-1516-1-2010-0047-hlarequestobjectinstancesthatcanbedeleted-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0048-hlarequestobjectinstancesthatcanbedeleted-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestObjectInstancesThatCanBeDeleted; parameters=1; required=1
MOM-1516-1-2010-0174,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstancesUpdated,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0049-hlarequestobjectinstancesupdated-unexpected-parameter; MOM-NEG-1516-1-2010-0050-hlarequestobjectinstancesupdated-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0051-hlarequestobjectinstancesupdated-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestObjectInstancesUpdated; parameters=1; required=1
MOM-1516-1-2010-0175,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestPublications,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0052-hlarequestpublications-unexpected-parameter; MOM-NEG-1516-1-2010-0053-hlarequestpublications-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0054-hlarequestpublications-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestPublications; parameters=1; required=1
MOM-1516-1-2010-0176,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestReflectionsReceived,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0055-hlarequestreflectionsreceived-unexpected-parameter; MOM-NEG-1516-1-2010-0056-hlarequestreflectionsreceived-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0057-hlarequestreflectionsreceived-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestReflectionsReceived; parameters=1; required=1
MOM-1516-1-2010-0177,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestSubscriptions,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0058-hlarequestsubscriptions-unexpected-parameter; MOM-NEG-1516-1-2010-0059-hlarequestsubscriptions-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0060-hlarequestsubscriptions-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestSubscriptions; parameters=1; required=1
MOM-1516-1-2010-0178,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestUpdatesSent,1516.1-2010 §11.4.1,Management Object Model / HLArequest,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0061-hlarequestupdatessent-unexpected-parameter; MOM-NEG-1516-1-2010-0062-hlarequestupdatessent-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0063-hlarequestupdatessent-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,,leaf=HLArequestUpdatesSent; parameters=1; required=1
MOM-1516-1-2010-0179,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0064-hlachangeattributeordertype-unexpected-parameter; MOM-NEG-1516-1-2010-0065-hlachangeattributeordertype-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0066-hlachangeattributeordertype-missing-required-parameter-hlaobjectinstance; MOM-NEG-1516-1-2010-0067-hlachangeattributeordertype-missing-required-parameter-hlaattributelist; MOM-NEG-1516-1-2010-0068-hlachangeattributeordertype-missing-required-parameter-hlasendorder; MOM-NEG-1516-1-2010-0069-hlachangeattributeordertype-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0070-hlachangeattributeordertype-bad-handle-encoding-hlaobjectinstance; MOM-NEG-1516-1-2010-0071-hlachangeattributeordertype-bad-handle-encoding-hlaattributelist,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAchangeAttributeOrderType; parameters=4; required=4
MOM-1516-1-2010-0180,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeInteractionOrderType,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0073-hlachangeinteractionordertype-unexpected-parameter; MOM-NEG-1516-1-2010-0074-hlachangeinteractionordertype-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0075-hlachangeinteractionordertype-missing-required-parameter-hlainteractionclass; MOM-NEG-1516-1-2010-0076-hlachangeinteractionordertype-missing-required-parameter-hlasendorder; MOM-NEG-1516-1-2010-0077-hlachangeinteractionordertype-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0078-hlachangeinteractionordertype-bad-handle-encoding-hlainteractionclass,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAchangeInteractionOrderType; parameters=3; required=3
MOM-1516-1-2010-0181,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0080-hladeleteobjectinstance-unexpected-parameter; MOM-NEG-1516-1-2010-0081-hladeleteobjectinstance-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0082-hladeleteobjectinstance-missing-required-parameter-hlaobjectinstance; MOM-NEG-1516-1-2010-0083-hladeleteobjectinstance-bad-handle-encoding-hlafederate; MOM-NEG-1516-1-2010-0084-hladeleteobjectinstance-bad-handle-encoding-hlaobjectinstance; MOM-NEG-1516-1-2010-0085-hladeleteobjectinstance-bad-time-encoding-hlatimestamp,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAdeleteObjectInstance; parameters=4; required=2
MOM-1516-1-2010-0182,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0087-hladisableasynchronousdelivery-unexpected-parameter; MOM-NEG-1516-1-2010-0088-hladisableasynchronousdelivery-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0089-hladisableasynchronousdelivery-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAdisableAsynchronousDelivery; parameters=1; required=1
MOM-1516-1-2010-0183,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0091-hladisabletimeconstrained-unexpected-parameter; MOM-NEG-1516-1-2010-0092-hladisabletimeconstrained-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0093-hladisabletimeconstrained-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAdisableTimeConstrained; parameters=1; required=1
MOM-1516-1-2010-0184,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0095-hladisabletimeregulation-unexpected-parameter; MOM-NEG-1516-1-2010-0096-hladisabletimeregulation-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0097-hladisabletimeregulation-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAdisableTimeRegulation; parameters=1; required=1
MOM-1516-1-2010-0185,MOMInteraction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,1516.1-2010 §11.4.1,Management Object Model / HLAservice,hla2010.backends.python_rti.PythonRTIBackend._handle_mom_interaction,table-driven-receive-rule,parameterized-negative-tests,hla2010.mom_catalog.MOMExposureModel,MOM-NEG-1516-1-2010-0099-hlaenableasynchronousdelivery-unexpected-parameter; MOM-NEG-1516-1-2010-0100-hlaenableasynchronousdelivery-missing-required-parameter-hlafederate; MOM-NEG-1516-1-2010-0101-hlaenableasynchronousdelivery-bad-handle-encoding-hlafederate,InteractionParameterNotDefined; InteractionClassNotPublished; FederateHandleNotKnown,1,MIM/FOM,Semantic service-precondition negative cases are planned separately from table-driven parameter-validation cases.,leaf=HLAenableAsynchronousDelivery; parameters=1; required=1
