case_id,interaction_name,case,parameter,parameters,expected_mom_exception,executable,reason,section_refs
MOM-NEG-1516-1-2010-0168-hlapublishobjectclassattributes-bad-handle-encoding-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,bad_handle_encoding,HLAobjectClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0169-hlapublishobjectclassattributes-bad-handle-encoding-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,bad_handle_encoding,HLAattributeList,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0170-hlapublishobjectclassattributes-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0171-hlarequestattributetransportationtypechange-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0172-hlarequestattributetransportationtypechange-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0173-hlarequestattributetransportationtypechange-missing-required-parameter-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,missing_required_parameter,HLAobjectInstance,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0174-hlarequestattributetransportationtypechange-missing-required-parameter-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,missing_required_parameter,HLAattributeList,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0175-hlarequestattributetransportationtypechange-missing-required-parameter-hlatransportation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,missing_required_parameter,HLAtransportation,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0176-hlarequestattributetransportationtypechange-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0177-hlarequestattributetransportationtypechange-bad-handle-encoding-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,bad_handle_encoding,HLAobjectInstance,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0178-hlarequestattributetransportationtypechange-bad-handle-encoding-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,bad_handle_encoding,HLAattributeList,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0179-hlarequestattributetransportationtypechange-bad-handle-encoding-hlatransportation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,bad_handle_encoding,HLAtransportation,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0180-hlarequestattributetransportationtypechange-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0181-hlarequestinteractiontransportationtypechange-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0182-hlarequestinteractiontransportationtypechange-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0183-hlarequestinteractiontransportationtypechange-missing-required-parameter-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,missing_required_parameter,HLAinteractionClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0184-hlarequestinteractiontransportationtypechange-missing-required-parameter-hlatransportation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,missing_required_parameter,HLAtransportation,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0185-hlarequestinteractiontransportationtypechange-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0186-hlarequestinteractiontransportationtypechange-bad-handle-encoding-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,bad_handle_encoding,HLAinteractionClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0187-hlarequestinteractiontransportationtypechange-bad-handle-encoding-hlatransportation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,bad_handle_encoding,HLAtransportation,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0188-hlarequestinteractiontransportationtypechange-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0189-hlaresignfederationexecution-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0190-hlaresignfederationexecution-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0191-hlaresignfederationexecution-missing-required-parameter-hlaresignaction,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,missing_required_parameter,HLAresignAction,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0192-hlaresignfederationexecution-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0193-hlaresignfederationexecution-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0194-hlasubscribeinteractionclass-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0195-hlasubscribeinteractionclass-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0196-hlasubscribeinteractionclass-missing-required-parameter-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,missing_required_parameter,HLAinteractionClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0197-hlasubscribeinteractionclass-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0198-hlasubscribeinteractionclass-bad-handle-encoding-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,bad_handle_encoding,HLAinteractionClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0199-hlasubscribeinteractionclass-bad-boolean-encoding-hlaactive,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,bad_boolean_encoding,HLAactive,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0200-hlasubscribeinteractionclass-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0201-hlasubscribeobjectclassattributes-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0202-hlasubscribeobjectclassattributes-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0203-hlasubscribeobjectclassattributes-missing-required-parameter-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,missing_required_parameter,HLAobjectClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0204-hlasubscribeobjectclassattributes-missing-required-parameter-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,missing_required_parameter,HLAattributeList,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0205-hlasubscribeobjectclassattributes-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0206-hlasubscribeobjectclassattributes-bad-handle-encoding-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,bad_handle_encoding,HLAobjectClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0207-hlasubscribeobjectclassattributes-bad-handle-encoding-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,bad_handle_encoding,HLAattributeList,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0208-hlasubscribeobjectclassattributes-bad-boolean-encoding-hlaactive,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,bad_boolean_encoding,HLAactive,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0209-hlasubscribeobjectclassattributes-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0210-hlasynchronizationpointachieved-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0211-hlasynchronizationpointachieved-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0212-hlasynchronizationpointachieved-missing-required-parameter-hlalabel,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,missing_required_parameter,HLAlabel,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0213-hlasynchronizationpointachieved-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0214-hlasynchronizationpointachieved-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0215-hlatimeadvancerequest-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0216-hlatimeadvancerequest-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0217-hlatimeadvancerequest-missing-required-parameter-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,missing_required_parameter,HLAtimeStamp,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0218-hlatimeadvancerequest-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0219-hlatimeadvancerequest-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0220-hlatimeadvancerequest-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0221-hlatimeadvancerequestavailable-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0222-hlatimeadvancerequestavailable-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0223-hlatimeadvancerequestavailable-missing-required-parameter-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,missing_required_parameter,HLAtimeStamp,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0224-hlatimeadvancerequestavailable-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0225-hlatimeadvancerequestavailable-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0226-hlatimeadvancerequestavailable-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0227-hlaunconditionalattributeownershipdivestiture-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0228-hlaunconditionalattributeownershipdivestiture-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0229-hlaunconditionalattributeownershipdivestiture-missing-required-parameter-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,missing_required_parameter,HLAobjectInstance,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0230-hlaunconditionalattributeownershipdivestiture-missing-required-parameter-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,missing_required_parameter,HLAattributeList,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0231-hlaunconditionalattributeownershipdivestiture-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0232-hlaunconditionalattributeownershipdivestiture-bad-handle-encoding-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,bad_handle_encoding,HLAobjectInstance,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0233-hlaunconditionalattributeownershipdivestiture-bad-handle-encoding-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,bad_handle_encoding,HLAattributeList,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0234-hlaunconditionalattributeownershipdivestiture-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0235-hlaunpublishinteractionclass-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0236-hlaunpublishinteractionclass-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0237-hlaunpublishinteractionclass-missing-required-parameter-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,missing_required_parameter,HLAinteractionClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0238-hlaunpublishinteractionclass-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0239-hlaunpublishinteractionclass-bad-handle-encoding-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,bad_handle_encoding,HLAinteractionClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0240-hlaunpublishinteractionclass-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0241-hlaunpublishobjectclassattributes-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0242-hlaunpublishobjectclassattributes-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0243-hlaunpublishobjectclassattributes-missing-required-parameter-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,missing_required_parameter,HLAobjectClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0244-hlaunpublishobjectclassattributes-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0245-hlaunpublishobjectclassattributes-bad-handle-encoding-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,bad_handle_encoding,HLAobjectClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0246-hlaunpublishobjectclassattributes-bad-handle-encoding-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,bad_handle_encoding,HLAattributeList,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0247-hlaunpublishobjectclassattributes-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
